"FY","PIHP","PIHPname","CMHSP","Population","Phase","Name","Desc","People","Undup"
"2013","2","NMRE","Northeast Michigan","DD","Eligibility","eligible","People meeting CMHSP eligibilty criteria",28,TRUE
"2013","2","NMRE","Northeast Michigan","DD","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",0,TRUE
"2013","2","NMRE","Northeast Michigan","DD","Placement","immed_crit","Eligible persons who met immediate admission criteria",28,TRUE
"2013","2","NMRE","Northeast Michigan","DD","Waiting","waiting","Eligible persons who were put on a waiting list",0,TRUE
"2013","2","NMRE","Northeast Michigan","DD","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2013","2","NMRE","Northeast Michigan","DD","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,TRUE
"2013","2","NMRE","Northeast Michigan","MIA","Start","total_in","Total number of people who telephoned or walked in",936,TRUE
"2013","2","NMRE","Northeast Michigan","MIA","Entry","out_nonMH","People seeking services not related to behavioral health needs",80,TRUE
"2013","2","NMRE","Northeast Michigan","MIA","Entry","seeking_SUD","People seeking services referred to substance abuse services",2,TRUE
"2013","2","NMRE","Northeast Michigan","MIA","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",854,TRUE
"2013","2","NMRE","Northeast Michigan","MIA","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",58,TRUE
"2013","2","NMRE","Northeast Michigan","MIA","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",796,TRUE
"2013","2","NMRE","Northeast Michigan","MIA","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",86,TRUE
"2013","2","NMRE","Northeast Michigan","MIA","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2013","2","NMRE","Northeast Michigan","MIA","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",0,TRUE
"2013","2","NMRE","Northeast Michigan","MIA","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",252,TRUE
"2013","2","NMRE","Northeast Michigan","MIA","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",239,TRUE
"2013","2","NMRE","Northeast Michigan","MIA","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",13,TRUE
"2013","2","NMRE","Northeast Michigan","MIA","Eligibility","eligible","People meeting CMHSP eligibilty criteria",319,TRUE
"2013","2","NMRE","Northeast Michigan","MIA","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",104,TRUE
"2013","2","NMRE","Northeast Michigan","MIA","Placement","immed_crit","Eligible persons who met immediate admission criteria",319,TRUE
"2013","2","NMRE","Northeast Michigan","MIA","Waiting","waiting","Eligible persons who were put on a waiting list",13,TRUE
"2013","2","NMRE","Northeast Michigan","MIA","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",5,TRUE
"2013","2","NMRE","Northeast Michigan","MIA","Waiting","all_wait","People who were wait-listed for all CMHSP services",8,TRUE
"2013","2","NMRE","Northeast Michigan","MIC","Start","total_in","Total number of people who telephoned or walked in",293,TRUE
"2013","2","NMRE","Northeast Michigan","MIC","Entry","out_nonMH","People seeking services not related to behavioral health needs",33,TRUE
"2013","2","NMRE","Northeast Michigan","MIC","Entry","seeking_SUD","People seeking services referred to substance abuse services",0,TRUE
"2013","2","NMRE","Northeast Michigan","MIC","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",260,TRUE
"2013","2","NMRE","Northeast Michigan","MIC","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",13,TRUE
"2013","2","NMRE","Northeast Michigan","MIC","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",247,TRUE
"2013","2","NMRE","Northeast Michigan","MIC","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",30,TRUE
"2013","2","NMRE","Northeast Michigan","MIC","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2013","2","NMRE","Northeast Michigan","MIC","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",0,TRUE
"2013","2","NMRE","Northeast Michigan","MIC","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",35,TRUE
"2013","2","NMRE","Northeast Michigan","MIC","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",32,TRUE
"2013","2","NMRE","Northeast Michigan","MIC","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",3,TRUE
"2013","2","NMRE","Northeast Michigan","MIC","Eligibility","eligible","People meeting CMHSP eligibilty criteria",141,TRUE
"2013","2","NMRE","Northeast Michigan","MIC","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",29,TRUE
"2013","2","NMRE","Northeast Michigan","MIC","Placement","immed_crit","Eligible persons who met immediate admission criteria",141,TRUE
"2013","2","NMRE","Northeast Michigan","MIC","Waiting","waiting","Eligible persons who were put on a waiting list",2,TRUE
"2013","2","NMRE","Northeast Michigan","MIC","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2013","2","NMRE","Northeast Michigan","MIC","Waiting","all_wait","People who were wait-listed for all CMHSP services",2,TRUE
"2013","2","NMRE","Northeast Michigan","Other","Start","total_in","Total number of people who telephoned or walked in",94,TRUE
"2013","2","NMRE","Northeast Michigan","Other","Entry","out_nonMH","People seeking services not related to behavioral health needs",0,TRUE
"2013","2","NMRE","Northeast Michigan","Other","Entry","seeking_SUD","People seeking services referred to substance abuse services",0,TRUE
"2013","2","NMRE","Northeast Michigan","Other","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",94,TRUE
"2013","2","NMRE","Northeast Michigan","Other","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",54,TRUE
"2013","2","NMRE","Northeast Michigan","Other","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",50,TRUE
"2013","2","NMRE","Northeast Michigan","Other","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",50,TRUE
"2013","2","NMRE","Northeast Michigan","Other","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2013","2","NMRE","Northeast Michigan","Other","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",0,TRUE
"2013","2","NMRE","Northeast Michigan","Other","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",0,TRUE
"2013","2","NMRE","Northeast Michigan","Other","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",0,TRUE
"2013","2","NMRE","Northeast Michigan","Other","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",0,TRUE
"2013","2","NMRE","Northeast Michigan","Other","Eligibility","eligible","People meeting CMHSP eligibilty criteria",0,TRUE
"2013","2","NMRE","Northeast Michigan","Other","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",0,TRUE
"2013","2","NMRE","Northeast Michigan","Other","Placement","immed_crit","Eligible persons who met immediate admission criteria",0,TRUE
"2013","2","NMRE","Northeast Michigan","Other","Waiting","waiting","Eligible persons who were put on a waiting list",0,TRUE
"2013","2","NMRE","Northeast Michigan","Other","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2013","2","NMRE","Northeast Michigan","Other","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,TRUE
"2014","2","NMRE","Northeast Michigan","DD","Start","total_in","Total number of people who telephoned or walked in",50,FALSE
"2014","2","NMRE","Northeast Michigan","DD","Entry","out_nonMH","People seeking services not related to behavioral health needs",0,FALSE
"2014","2","NMRE","Northeast Michigan","DD","Entry","seeking_SUD","People seeking services referred to substance abuse services",0,FALSE
"2014","2","NMRE","Northeast Michigan","DD","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",50,FALSE
"2014","2","NMRE","Northeast Michigan","DD","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",0,FALSE
"2014","2","NMRE","Northeast Michigan","DD","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",41,FALSE
"2014","2","NMRE","Northeast Michigan","DD","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",5,FALSE
"2014","2","NMRE","Northeast Michigan","DD","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,FALSE
"2014","2","NMRE","Northeast Michigan","DD","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",0,FALSE
"2014","2","NMRE","Northeast Michigan","DD","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",4,FALSE
"2014","2","NMRE","Northeast Michigan","DD","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",2,FALSE
"2014","2","NMRE","Northeast Michigan","DD","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",2,FALSE
"2014","2","NMRE","Northeast Michigan","DD","Eligibility","eligible","People meeting CMHSP eligibilty criteria",28,FALSE
"2014","2","NMRE","Northeast Michigan","DD","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",0,FALSE
"2014","2","NMRE","Northeast Michigan","DD","Placement","immed_crit","Eligible persons who met immediate admission criteria",23,FALSE
"2014","2","NMRE","Northeast Michigan","DD","Waiting","waiting","Eligible persons who were put on a waiting list",0,FALSE
"2014","2","NMRE","Northeast Michigan","DD","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,FALSE
"2014","2","NMRE","Northeast Michigan","DD","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,FALSE
"2014","2","NMRE","Northeast Michigan","MIA","Start","total_in","Total number of people who telephoned or walked in",951,FALSE
"2014","2","NMRE","Northeast Michigan","MIA","Entry","out_nonMH","People seeking services not related to behavioral health needs",99,FALSE
"2014","2","NMRE","Northeast Michigan","MIA","Entry","seeking_SUD","People seeking services referred to substance abuse services",4,FALSE
