CMH Name,FirstOfService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfDD-Cases,SumOfDD-Units,SumOfDD-Cost,SumOfOther Cost,FirstOfDD Totals,FirstOfDD Unique Consumers
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Physician Consultations,,99251,HF,20 Minutes,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Physician Consultations,,99252,HF,40 Minutes,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Physician Consultations,,99253,HF,55 Minutes,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Physician Consultations,,99254,HF,80 Minutes,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Physician Consultations,,99255,HF,110 Minutes,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Nursing Facility Services evaluation and management,,99304,,25 minutes,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Nursing Facility Services evaluation and management,,99305,,35 Minutes,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Nursing Facility Services evaluation and management,,99306,,45 Minutes,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Nursing Facility Services evaluation and management,,99307,,10 Minutes,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Nursing Facility Services evaluation and management,,99308,,15 Minutes,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Nursing Facility Services evaluation and management,,99309,,25 minutes,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Nursing Facility Services evaluation and management,,99310,,35 Minutes,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Assessment,,99324,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Assessment,,99325,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Assessment,,99326,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Assessment,,99327,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Assessment,,99328,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Assessment,,99334,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Assessment,,99335,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Assessment,,99336,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Assessment,,99337,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Assessment,,99341,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Assessment,,99342,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Assessment,,99343,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Assessment,,99344,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Assessment,,99345,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Assessment,,99347,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Assessment,,99348,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Assessment,,99349,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Assessment,,99350,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Medication Administration,,99506,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Medication Management,,99605,,15 Minutes,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Transportation,,A0080,,Per mile,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Transportation,,A0090,,Per mile,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Transportation,,A0100,,Per one-way trip,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Transportation,,A0100,HF,Per one-way trip,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Transportation,,A0110,,Per one-way trip,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Transportation,,A0110,HF,Per one-way trip,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Transportation,,A0120,,Per one-way trip,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Transportation,,A0130,,Per one-way trip,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Transportation,,A0140,,Per one-way trip,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Transportation,,A0170,,,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Additional Codes-Transportation,,A0425,,Per Mile,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Enhanced Medical Equipment-Supplies,,E1399,,Item,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Activity Therapy (Children's Waiver),,G0176,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Recovery Support Services,,G0409,,15 Minutes,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Individual Assessment,,H0001,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Assessment ,,H0002,,Encounter,0,0,0,4996,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Laboratory,,H0003,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Case Management,,H0006,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Sub-Acute Detoxification,1002,H0010,,Day,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Sub-Acute Detoxification,1002,H0012,,Day,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Sub-Acute Detoxification,1002,H0014,,Day,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Outpatient Care,906,H0015,,Day,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Crisis Residential Services,,H0018,,Day,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Residential,1002,H0018,HF,Day,3,12,4776,7164,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Residential,1002,H0019,HF,Day,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Methadone,,H0020,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Early Intervention,,H0022,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Peer Directed and Operated Support Services,,H0023,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Recovery Support Services,,H0023,HF,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Prevention Services - Direct Model,,H0025,,Face to Face Contact,7,134,21193,751601,6507518,198
Manistee-Benzie (Centra Wellness),Assessment ,,H0031,,Encounter,99,112,43666,344256,6507518,198
Manistee-Benzie (Centra Wellness),Assessment for Autism,,H0031,U5,Encounter,24,28,15439,24261,6507518,198
Manistee-Benzie (Centra Wellness),Support Intensity Scale (SIS) Face-to-Face Assessment,,H0031,HW,,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Treatment Planning,,H0032,,Encounter,12,17,3882,95897,6507518,198
Manistee-Benzie (Centra Wellness),Monitoring of Treatment - Clinician,,H0032,TS,Encounter,4,10,6781,10171,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Pharmalogical Support - Suboxane,,H0033,,Direct Observation Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Health Services,,H0034,,15 Minutes,3,4,921,54090,6507518,198
Manistee-Benzie (Centra Wellness),Home Based Services,,H0036,,15 Minutes,2,225,20270,363604,6507518,198
Manistee-Benzie (Centra Wellness),Home Based Services,,H0036,ST,15 Minutes,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Peer Directed and Operated Support Services,,H0038,,15 minutes,6,828,30387,314767,6507518,198
Manistee-Benzie (Centra Wellness),Peer Directed and Operated Support Services,,H0038,TJ,15 Minutes,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Recovery Support Services,,H0038,HF,15 Minutes,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Peer Directed and Operated Support Services,,NA,,,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Assertive Community Treatment (ACT),,H0039,,15 Minutes,2,521,45798,466241,6507518,198
Manistee-Benzie (Centra Wellness),Community Living Supports in Independent living/own home,,H0043,,Per diem,31,11204,1876692,2105332,6507518,198
Manistee-Benzie (Centra Wellness),Respite,,H0045,,Day,11,279,30503,30503,6507518,198
Manistee-Benzie (Centra Wellness),Peer Directed and Operated Support Services,,H0046,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Laboratory,,H0048,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0050,,15 Minutes,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Behavior Treatment Plan Review,,H2000,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Crisis Intervention,,H2011,,15 Minutes,1,1,374,153816,6507518,198
Manistee-Benzie (Centra Wellness),"Substance Use Disorder: Crisis Intervention, per 15 minutes",,H2011,HF,15 Minutes,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,12,3392,95966,127059,6507518,198
Manistee-Benzie (Centra Wellness),Out of Home Non Vocational Habilitation,,H2014,HK,15 Minutes,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Community Living Supports (15 Minutes),,H2015,,15 Minutes,104,200195,1792798,1950142,6507518,198
Manistee-Benzie (Centra Wellness),Community Living Supports (Daily),,H2016,,Per Diem,22,7733,697251,781195,6507518,198
Manistee-Benzie (Centra Wellness),Behavior Services,,H2019,,15 Minutes,0,0,0,66332,6507518,198
Manistee-Benzie (Centra Wellness),Behavior Services,,H2019,TT,15 Minutes,0,0,0,162290,6507518,198
Manistee-Benzie (Centra Wellness),Wraparound,,H2021,,15 Minutes,0,0,0,885,6507518,198
Manistee-Benzie (Centra Wellness),Supported Employment Services,,H2023,,15 minutes,14,2012,103435,203117,6507518,198
Manistee-Benzie (Centra Wellness),Mental Health Therapy,,H2027,,15 Minutes,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,HF,15 Minutes,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Clubhouse Psychosocial Rehabilitation Programs ,,H2030,,15 Minutes,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Home Based Services,,H2033,,15 Minutes,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Recovery Housing,,H2034,,Day,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,HF,Hour,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,HF,Per Diem,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Repair/Svc DME Non-Oxygen Equipment (Children's Waiver),,K0739,,15 Minutes,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Telemedicine Facility Fee,,Q3014,GT,Per Service,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Transportation,,S0209,,Per Mile,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Transportation,,S0215,,Per Mile,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Transportation,,S0215,HF,Per Mile,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Family Training - EBP,,S5110,,15 Minutes,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Family Training,,S5111,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Family Training,,S5111,HA,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Family Training,,S5111,HM,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),"Home Care Training, Non-Family (Children's Waiver)",,S5116,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Foster Care,,S5140,,Day,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Foster Care,,S5145,,Day,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Respite,,S5150,,15 Minutes,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Respite,,S5151,,Per Diem,1,13,1300,1300,6507518,198
Manistee-Benzie (Centra Wellness),Personal Emergency Response System (PERS),,S5160,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Personal Emergency Response System (PERS),,S5161,,Month,1,11,275,275,6507518,198
Manistee-Benzie (Centra Wellness),Environmental Modification ,,S5165,,Service,3,3,12796,12796,6507518,198
Manistee-Benzie (Centra Wellness),Enhanced Medical Equipment-Supplies,,S5199,,Item,6,9,1489,1489,6507518,198
Manistee-Benzie (Centra Wellness),Occupational or Physical Therapy,,S8990,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Private Duty Nursing,582,S9123,,Hour,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Private Duty Nursing,,S9123,,Hour,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Private Duty Nursing,,S9123,TT,Hour,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Private Duty Nursing,582,S9124,,Hour,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Private Duty Nursing,,S9124,,Hour,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Private Duty Nursing,,S9124,TT,Hour,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Health Services,,S9445,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Health Services,,S9446,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Health Services,,S9470,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Prevention Services - Direct Model,,S9482,,15 minutes,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Residential Room and Board,,S9976,,Day,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Residential Room and Board,,S9976,HF,Day,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Private Duty Nursing,,T1000,,Up to 15 min,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Private Duty Nursing,,T1000,TD,Up to 15 min,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Private Duty Nursing,,T1000,TE,Up to 15 min,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Assessment,,T1001,,Encounter,9,9,6663,52565,6507518,198
Manistee-Benzie (Centra Wellness),Health Services,,T1002,,Up to 15 min,3,35,6067,134510,6507518,198
Manistee-Benzie (Centra Wellness),Respite Care,,T1005,,15 Minutes,19,12072,53403,55752,6507518,198
Manistee-Benzie (Centra Wellness),Respite Care,,T1005,TD,15 Minutes,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Respite Care,,T1005,TE,15 Minutes,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Respite Care (Children's Waiver & SED Waiver),,T1005,TT,15 minutes,2,336,691,691,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Treatment Planning,,T1007,HF,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Child Sitting Services,,T1009,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Recovery Support Services,,T1012,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Family Psycho-Education - EBP,,T1015,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Supports Coordination/Wrap Facilitation,,T1016,,15 minutes,78,2278,262209,264051,6507518,198
Manistee-Benzie (Centra Wellness),Targeted Case Management ,,T1017,,15 minutes,106,2425,253650,906969,6507518,198
Manistee-Benzie (Centra Wellness),Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,1,4,176,352,6507518,198
Manistee-Benzie (Centra Wellness),Personal Care in Licensed Specialized Residential Setting,,T1020,,Day,22,7733,619210,693679,6507518,198
Manistee-Benzie (Centra Wellness),Assessments,,T1023,,Encounter,3,7,3622,63122,6507518,198
Manistee-Benzie (Centra Wellness),Prevention Services - Direct Model ,,T1027,,15 Minutes,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Enhanced Medical Supplies or Pharmacy,,T1999,,Item,18,56,14874,14874,6507518,198
Manistee-Benzie (Centra Wellness),Transportation,,T2001,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Transportation,,T2001,HF,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Transportation,,T2002,,Per Diem,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Transportation,,T2002,HF,Per Diem,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Transportation,,T2003,,Encounter / Trip,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Transportation,,T2003,HF,Encounter / Trip,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Transportation,,T2004,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Transportation,,T2004,HF,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Transportation,,T2005,,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Transportation,,T2005,HF,Encounter,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Out of Home Prevocational Service,,T2015,,Hour,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Targeted Case Management (Children's Waiver),,T2023,,Month,2,30,34294,34294,6507518,198
Manistee-Benzie (Centra Wellness),Prevention Services - Direct Model ,,T2024,,,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Fiscal Intermediary Services,,T2025,,Month,2,24,4200,4200,6507518,198
Manistee-Benzie (Centra Wellness),Enhanced Medical Equipment-Supplies,,T2028,,Item,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Enhanced Medical Equipment-Supplies,,T2029,,Item,1,1,25,25,6507518,198
Manistee-Benzie (Centra Wellness),Respite Care,,T2036,,Per session. One night = one session,0,0,0,1272,6507518,198
Manistee-Benzie (Centra Wellness),Respite Care,,T2037,,Per session. One day/partial day = one session,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Housing Assistance,,T2038,,Service,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Enhanced Medical Equipment-Supplies,,T2039,,Item,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Goods and Services ,,T5999,HK,Per Item,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Wraparound Services,,T5999,,Per Item,0,0,0,0,6507518,198
Manistee-Benzie (Centra Wellness),Pharmacy (Drugs and Other Biologicals),,,,,0,0,0,0,6507518,198
