CMH Name,FirstOfService description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfMIC-Cases,SumOfMIC-Units,SumOfMIC-Cost
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,HF,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Pharmacological Management (SED Waiver),,90863,,,0,0,0
Manistee-Benzie (Centra Wellness),Additional Codes-ECT Physician,,90870,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Additional Codes-ECT Physician,0901,90870,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Assessments-Other,,90887,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Speech & Language Therapy ,,92507,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Speech & Language Therapy ,,92508,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Speech & Language Therapy ,,92521,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Speech & Language Therapy ,,92522,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Speech & Language Therapy ,,92523,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Speech & Language Therapy ,,92524,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Speech & Language Therapy ,,92526,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Speech & Language Therapy ,,92607,,First Hour,0,0,0
Manistee-Benzie (Centra Wellness),Speech & Language Therapy ,,92608,,Each Additional  30 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Speech & Language Therapy ,,92609,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Speech & Language Therapy ,,92610,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Psychological Testing PSYCH/PHYS ,,96101,,Per Hour,1,7,11961
Manistee-Benzie (Centra Wellness),Assessment for Autism,,96101,U5,Hour,2,2,1837
Manistee-Benzie (Centra Wellness),Psychological Testing by Technician ,,96102,,Per Hour,0,0,0
Manistee-Benzie (Centra Wellness),Assessment for Autism,,96102,U5,Hour,0,0,0
Manistee-Benzie (Centra Wellness),Psychological Testing by Comp ,,96103,,Per Hour,0,0,0
Manistee-Benzie (Centra Wellness),Assessments-Other,,96105,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Assessments-Other,,96110,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Assessments-Other,,96111,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Neurobehavioral Status Exam,,96116,,Per Hour,0,0,0
Manistee-Benzie (Centra Wellness),Neuropsych test by Psych/Phys ,,96118,,Per Hour,0,0,0
Manistee-Benzie (Centra Wellness),Assessment for Autism,,96118,U5,Hour,0,0,0
Manistee-Benzie (Centra Wellness),Neuropsych test by Tech ,,96119,,Per Hour,0,0,0
Manistee-Benzie (Centra Wellness),Assessment for Autism,,96119,U5,Hour,0,0,0
Manistee-Benzie (Centra Wellness),Neuropsych test Admin w/Comp ,,96120,,Per Hour,0,0,0
Manistee-Benzie (Centra Wellness),Assessments-Other,,96127,,,0,0,0
Manistee-Benzie (Centra Wellness),Medication Administration,,96372,,Encounter,1,1,209
Manistee-Benzie (Centra Wellness),Occupational or Physical Therapy,,97110,,15 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Occupational or Physical Therapy,,97112,,15 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Occupational or Physical Therapy,,97113,,15 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Occupational or Physical Therapy,,97116,,15 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Occupational or Physical Therapy,,97124,,15 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Occupational or Physical Therapy,,97140,,15 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Occupational or Physical Therapy,,97150,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Physical Therapy,,97161,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Physical Therapy,,97162,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Physical Therapy,,97163,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Physical Therapy,,97164,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Occupational Therapy,,97165,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Occupational Therapy,,97166,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Occupational Therapy,,97167,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Occupational Therapy,,97168,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Occupational or Physical Therapy,,97530,,15 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),"Occupational or Physical Therapy 
(Note: Retired 12/31/17)",,97532,,15 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Occupational or Physical Therapy,,97533,,15 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Occupational or Physical Therapy,,97535,,15 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Occupational or Physical Therapy,,97537,,15 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Occupational or Physical Therapy,,97542,,15 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Occupational or Physical Therapy,,97750,,15 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Occupational Therapy,,97755,,15 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Occupational or Physical Therapy,,97760,,15 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),"C/O for Orthotic/Prosth Use  or Physical Therapy
(Note: Retired 12/31/17)",,97762,,15 minutes,0,0,0
Manistee-Benzie (Centra Wellness),Occupational or Physical Therapy,,97763,,15 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Assessment or Health Services,,97802,,15 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Assessment or Health Services,,97803,,15 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Health Services,,97804,,30 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Acupuncture,,97810,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Acupuncture,,97811,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),New Patient Evaluation and Management,,99201,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: New Patient Evaluation and Management,,99201,HF,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),New Patient Evaluation and Management,,99202,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: New Patient Evaluation and Management,,99202,HF,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),New Patient Evaluation and Management,,99203,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: New Patient Evaluation and Management,,99203,HF,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),New Patient Evaluation and Management,,99204,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: New Patient Evaluation and Management,,99204,HF,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),New Patient Evaluation and Management,,99205,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: New Patient Evaluation and Management,,99205,HF,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Established Patient Evaluation and Management,,99211,,Encounter,11,13,4185
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Established Patient Evaluation and Management,,99211,HF,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Established Patient Evaluation and Management,,99212,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Established Patient Evaluation and Management,,99212,HF,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Established Patient Evaluation and Management,,99213,,Encounter,3,12,2659
Manistee-Benzie (Centra Wellness),Sustance Abuse: Established Patient Evaluation and Management,,99213,HF,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Established Patient Evaluation and Management,,99214,,Encounter,63,195,67249
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Established Patient Evaluation and Management,,99214,HF,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Established Patient Evaluation and Management,,99215,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Established Patient Evaluation and Management,,99215,HF,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Additional Codes-Physician Services,,99221,,30 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Additional Codes-Physician Services,,99222,,50 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Additional Codes-Physician Services,,99223,,70 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Additional Codes-Physician Services,,99224,,15 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Additional Codes-Physician Services,,99225,,25 minutes,0,0,0
Manistee-Benzie (Centra Wellness),Additional Codes-Physician Services,,99226,,35 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Additional Codes-Physician Services,,99231,,15 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Additional Codes-Physician Services,,99232,,25 minutes,0,0,0
Manistee-Benzie (Centra Wellness),Additional Codes-Physician Services,,99233,,35 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Additional Codes-Physician Services,,99238,,<= 30 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Additional Codes-Physician Services,,99239,,> 30 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Physician Consultations,,99241,HF,15 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Physician Consultations,,99242,HF,30 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Physician Consultations,,99243,HF,40 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Physician Consultations,,99244,HF,60 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Physician Consultations,,99245,HF,80 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Physician Consultations,,99251,HF,20 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Physician Consultations,,99252,HF,40 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Physician Consultations,,99253,HF,55 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Physician Consultations,,99254,HF,80 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Physician Consultations,,99255,HF,110 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Nursing Facility Services evaluation and management,,99304,,25 minutes,0,0,0
Manistee-Benzie (Centra Wellness),Nursing Facility Services evaluation and management,,99305,,35 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Nursing Facility Services evaluation and management,,99306,,45 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Nursing Facility Services evaluation and management,,99307,,10 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Nursing Facility Services evaluation and management,,99308,,15 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Nursing Facility Services evaluation and management,,99309,,25 minutes,0,0,0
Manistee-Benzie (Centra Wellness),Nursing Facility Services evaluation and management,,99310,,35 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Assessment,,99324,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Assessment,,99325,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Assessment,,99326,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Assessment,,99327,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Assessment,,99328,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Assessment,,99334,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Assessment,,99335,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Assessment,,99336,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Assessment,,99337,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Assessment,,99341,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Assessment,,99342,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Assessment,,99343,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Assessment,,99344,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Assessment,,99345,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Assessment,,99347,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Assessment,,99348,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Assessment,,99349,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Assessment,,99350,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Medication Administration,,99506,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Medication Management,,99605,,15 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Transportation,,A0080,,Per mile,0,0,0
Manistee-Benzie (Centra Wellness),Transportation,,A0090,,Per mile,0,0,0
Manistee-Benzie (Centra Wellness),Transportation,,A0100,,Per one-way trip,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Transportation,,A0100,HF,Per one-way trip,0,0,0
Manistee-Benzie (Centra Wellness),Transportation,,A0110,,Per one-way trip,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Transportation,,A0110,HF,Per one-way trip,0,0,0
Manistee-Benzie (Centra Wellness),Transportation,,A0120,,Per one-way trip,0,0,0
Manistee-Benzie (Centra Wellness),Transportation,,A0130,,Per one-way trip,0,0,0
Manistee-Benzie (Centra Wellness),Transportation,,A0140,,Per one-way trip,0,0,0
Manistee-Benzie (Centra Wellness),Transportation,,A0170,,,0,0,0
Manistee-Benzie (Centra Wellness),Additional Codes-Transportation,,A0425,,Per Mile,0,0,0
Manistee-Benzie (Centra Wellness),Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0,0,0
Manistee-Benzie (Centra Wellness),Enhanced Medical Equipment-Supplies,,E1399,,Item,0,0,0
Manistee-Benzie (Centra Wellness),Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Recovery Support Services,,G0409,,15 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Occupational Therapy,,G0515,,15 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Individual Assessment,,H0001,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Assessment ,,H0002,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Laboratory,,H0003,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Case Management,,H0006,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Sub-Acute Detoxification,1002,H0010,,Day,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Sub-Acute Detoxification,1002,H0012,,Day,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Sub-Acute Detoxification,1002,H0014,,Day,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Outpatient Care,0906,H0015,,Day,0,0,0
Manistee-Benzie (Centra Wellness),Crisis Residential Services,,H0018,,Day,2,16,11125
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Residential,1002,H0018,HF,Day,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Residential,1002,H0019,HF,Day,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Methadone,,H0020,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Early Intervention,,H0022,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Peer Directed and Operated Support Services,,H0023,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Recovery Support Services,,H0023,HF,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Prevention Services - Direct Model,,H0025,,Face to Face Contact,209,4156,949580
Manistee-Benzie (Centra Wellness),Assessment ,,H0031,,Encounter,229,233,82201
Manistee-Benzie (Centra Wellness),Assessment for Autism,,H0031,U5,Encounter,6,7,4703
Manistee-Benzie (Centra Wellness),Support Intensity Scale (SIS) Face-to-Face Assessment,,H0031,HW,,0,0,0
Manistee-Benzie (Centra Wellness),Treatment Planning,,H0032,,Encounter,156,283,64557
Manistee-Benzie (Centra Wellness),Monitoring of Treatment - Clinician,,H0032,TS,Encounter,3,3,664
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Pharmalogical Support - Suboxane,,H0033,,Direct Observation Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Health Services,,H0034,,15 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Home Based Services,,H0036,,15 Minutes,36,3228,279342
Manistee-Benzie (Centra Wellness),Home Based Services,,H0036,ST,15 Minutes,1,6,330
Manistee-Benzie (Centra Wellness),Peer Directed and Operated Support Services,,H0038,,15 minutes,1,33,1377
Manistee-Benzie (Centra Wellness),Peer Directed and Operated Support Services,,H0038,TJ,15 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Recovery Support Services,,H0038,HF,15 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Peer Directed and Operated Support Services,,NA,,,0,0,0
Manistee-Benzie (Centra Wellness),Assertive Community Treatment (ACT),,H0039,,15 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Assertive Community Treatment (ACT),,H0039,TG,15 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Community Living Supports in Independent living/own home,,H0043,,Per Diem,0,0,0
Manistee-Benzie (Centra Wellness),Community Living Supports in Independent living/own home,,H0043,TF,Per Diem,0,0,0
Manistee-Benzie (Centra Wellness),Community Living Supports in Independent living/own home,,H0043,TG,Per Diem,0,0,0
Manistee-Benzie (Centra Wellness),Community Living Supports in Independent living/own home,,H0043,TT,Per Diem,0,0,0
Manistee-Benzie (Centra Wellness),Community Living Supports in Independent living/own home,,H0043,TF/TT,Per Diem,0,0,0
Manistee-Benzie (Centra Wellness),Community Living Supports in Independent living/own home,,H0043,TG/TT,Per Diem,0,0,0
Manistee-Benzie (Centra Wellness),Respite,,H0045,,Day,2,28,8277
Manistee-Benzie (Centra Wellness),Peer Directed and Operated Support Services,,H0046,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Laboratory,,H0048,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0050,,15 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Behavior Treatment Plan Review,,H2000,,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,0,0,0
Manistee-Benzie (Centra Wellness),Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0,0,0
Manistee-Benzie (Centra Wellness),Crisis Intervention,,H2011,,15 Minutes,31,118,31327
Manistee-Benzie (Centra Wellness),"Substance Use Disorder: Crisis Intervention, per 15 minutes",,H2011,HF,15 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Crisis Intervention,,H2011,TJ,15 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,0,0,0
Manistee-Benzie (Centra Wellness),Out of Home Non Vocational Habilitation,,H2014,HK,15 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Community Living Supports (15 Minutes),,H2015,,15 Minutes,1,75,751
Manistee-Benzie (Centra Wellness),Community Living Supports (15 Minutes),,H2015,TT,15 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Community Living Supports (Daily),,H2016,,Per Diem,0,0,0
Manistee-Benzie (Centra Wellness),Behavior Services,,H2019,,15 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Behavior Services,,H2019,TT,15 Minutes,0,0,0
Manistee-Benzie (Centra Wellness),Wraparound,,H2021,,15 Minutes,2,71,8287
Manistee-Benzie (Centra Wellness),Wraparound (SED Waiver),,H2022,,Day,0,0,0
Manistee-Benzie (Centra Wellness),Wraparound (SED Waiver),,H2022,TT,Day,0,0,0
Manistee-Benzie (Centra Wellness),Supported Employment Services,,H2023,,15 minutes,1,42,1314
