CMH Name,FirstOfService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfDD-Cases,SumOfDD-Units,SumOfDD-Cost
Macomb,Occupational or Physical Therapy,,97124,,15 Minutes,24,1358,14111.00
Macomb,Occupational or Physical Therapy,,97140,,15 Minutes,0,0,0.00
Macomb,Occupational or Physical Therapy,,97150,,Encounter,0,0,0.00
Macomb,Occupational or Physical Therapy,,97530,,15 Minutes,209,30373,909686.00
Macomb,Occupational or Physical Therapy,,97532,,15 Minutes,0,0,0.00
Macomb,Occupational or Physical Therapy,,97533,,15 Minutes,10,268,7178.00
Macomb,Occupational or Physical Therapy,,97535,,15 Minutes,8,256,3788.00
Macomb,Occupational or Physical Therapy,,97537,,15 Minutes,0,0,0.00
Macomb,Occupational or Physical Therapy,,97542,,15 Minutes,31,81,15881.00
Macomb,Occupational or Physical Therapy,,97750,,15 Minutes,0,0,0.00
Macomb,Occupational Therapy,,97755,,15 Minutes,0,0,0.00
Macomb,Occupational or Physical Therapy,,97760,,15 Minutes,0,0,0.00
Macomb,Prosthetic Training (Children's Waiver),,97761,,15 Minutes,0,0,0.00
Macomb,C/O for Orthotic/Prosth Use  or Physical Therapy,,97762,,15 minutes,0,0,0.00
Macomb,Assessment or Health Services,,97802,,15 Minutes,0,0,0.00
Macomb,Assessment or Health Services,,97803,,15 Minutes,0,0,0.00
Macomb,Health Services,,97804,,30 Minutes,0,0,0.00
Macomb,Substance Abuse: Acupuncture,,97810,,Encounter,0,0,0.00
Macomb,Substance Abuse: Acupuncture,,97811,,Encounter,0,0,0.00
Macomb,New Patient Evaluation and Management,,99201,,Encounter,3,3,360.00
Macomb,Assessment for Autism,,99201,U5,Encounter,0,0,0.00
Macomb,Substance Abuse: New Patient Evaluation and Management,,99201,HF,Encounter,0,0,0.00
Macomb,New Patient Evaluation and Management,,99202,,Encounter,0,0,0.00
Macomb,Assessment for Autism,,99202,U5,Encounter,0,0,0.00
Macomb,Substance Abuse: New Patient Evaluation and Management,,99202,HF,Encounter,0,0,0.00
Macomb,New Patient Evaluation and Management,,99203,,Encounter,3,3,563.00
Macomb,Assessment for Autism,,99203,U5,Encounter,0,0,0.00
Macomb,Substance Abuse: New Patient Evaluation and Management,,99203,HF,Encounter,0,0,0.00
Macomb,New Patient Evaluation and Management,,99204,,Encounter,10,10,1836.00
Macomb,Assessment for Autism,,99204,U5,Encounter,0,0,0.00
Macomb,Substance Abuse: New Patient Evaluation and Management,,99204,HF,Encounter,0,0,0.00
Macomb,New Patient Evaluation and Management,,99205,,Encounter,3,3,539.00
Macomb,Assessment for Autism,,99205,U5,Encounter,0,0,0.00
Macomb,Substance Abuse: New Patient Evaluation and Management,,99205,HF,Encounter,0,0,0.00
Macomb,Established Patient Evaluation and Management,,99211,,Encounter,51,98,7996.00
Macomb,Assessment for Autism,,99211,U5,Encounter,0,0,0.00
Macomb,Substance Abuse: Established Patient Evaluation and Management,,99211,HF,Encounter,0,0,0.00
Macomb,Established Patient Evaluation and Management,,99212,,Encounter,237,678,51135.00
Macomb,Assessment for Autism,,99212,U5,Encounter,0,0,0.00
Macomb,Substance Abuse: Established Patient Evaluation and Management,,99212,HF,Encounter,0,0,0.00
Macomb,Established Patient Evaluation and Management,,99213,,Encounter,714,2709,228253.00
Macomb,Assessment for Autism,,99213,U5,Encounter,3,15,1455.00
Macomb,Sustance Abuse: Established Patient Evaluation and Management,,99213,HF,Encounter,0,0,0.00
Macomb,Established Patient Evaluation and Management,,99214,,Encounter,296,892,128238.00
Macomb,Assessment for Autism,,99214,U5,Encounter,2,7,1020.00
Macomb,Substance Abuse: Established Patient Evaluation and Management,,99214,HF,Encounter,0,0,0.00
Macomb,Established Patient Evaluation and Management,,99215,,Encounter,22,24,5352.00
Macomb,Assessment for Autism,,99215,U5,Encounter,0,0,0.00
Macomb,Substance Abuse: Established Patient Evaluation and Management,,99215,HF,Encounter,0,0,0.00
Macomb,Additional Codes-Physician Services,,99221,,30 Minutes,0,0,0.00
Macomb,Additional Codes-Physician Services,,99222,,50 Minutes,0,0,0.00
Macomb,Additional Codes-Physician Services,,99223,,70 Minutes,1,1,165.00
Macomb,Additional Codes-Physician Services,,99224,,15 Minutes,0,0,0.00
Macomb,Additional Codes-Physician Services,,99225,,25 minutes,0,0,0.00
Macomb,Additional Codes-Physician Services,,99226,,35 Minutes,0,0,0.00
Macomb,Additional Codes-Physician Services,,99231,,15 Minutes,0,0,0.00
Macomb,Additional Codes-Physician Services,,99232,,25 minutes,1,1,59.00
Macomb,Additional Codes-Physician Services,,99233,,35 Minutes,0,0,0.00
Macomb,Nursing Facility Services evaluation and management,,99304,,25 minutes,0,0,0.00
Macomb,Nursing Facility Services evaluation and management,,99305,,35 Minutes,0,0,0.00
Macomb,Nursing Facility Services evaluation and management,,99306,,45 Minutes,0,0,0.00
Macomb,Nursing Facility Services evaluation and management,,99307,,10 Minutes,0,0,0.00
Macomb,Nursing Facility Services evaluation and management,,99308,,15 Minutes,0,0,0.00
Macomb,Nursing Facility Services evaluation and management,,99309,,25 minutes,0,0,0.00
Macomb,Nursing Facility Services evaluation and management,,99310,,35 Minutes,0,0,0.00
Macomb,Assessment,,99324,,Encounter,0,0,0.00
Macomb,Assessment for Autism,,99324,U5,Encounter,0,0,0.00
Macomb,Assessment,,99325,,Encounter,0,0,0.00
Macomb,Assessment for Autism,,99325,U5,Encounter,0,0,0.00
Macomb,Assessment,,99326,,Encounter,0,0,0.00
Macomb,Assessment for Autism,,99326,U5,Encounter,0,0,0.00
Macomb,Assessment,,99327,,Encounter,0,0,0.00
Macomb,Assessment for Autism,,99327,U5,Encounter,0,0,0.00
Macomb,Assessment,,99328,,Encounter,0,0,0.00
Macomb,Assessment for Autism,,99328,U5,Encounter,0,0,0.00
Macomb,Assessment,,99334,,Encounter,0,0,0.00
Macomb,Assessment for Autism,,99334,U5,Encounter,0,0,0.00
Macomb,Assessment,,99335,,Encounter,0,0,0.00
Macomb,Assessment for Autism,,99335,U5,Encounter,0,0,0.00
Macomb,Assessment,,99336,,Encounter,0,0,0.00
Macomb,Assessment for Autism,,99336,U5,Encounter,0,0,0.00
Macomb,Assessment,,99337,,Encounter,0,0,0.00
Macomb,Assessment for Autism,,99337,U5,Encounter,0,0,0.00
Macomb,Assessment,,99341,,Encounter,0,0,0.00
Macomb,Assessment for Autism,,99341,U5,Encounter,0,0,0.00
Macomb,Assessment,,99342,,Encounter,0,0,0.00
Macomb,Assessment for Autism,,99342,U5,Encounter,0,0,0.00
Macomb,Assessment,,99343,,Encounter,0,0,0.00
Macomb,Assessment for Autism,,99343,U5,Encounter,0,0,0.00
Macomb,Assessment,,99344,,Encounter,0,0,0.00
Macomb,Assessment for Autism,,99344,U5,Encounter,0,0,0.00
Macomb,Assessment,,99345,,Encounter,0,0,0.00
Macomb,Assessment for Autism,,99345,U5,Encounter,0,0,0.00
Macomb,Assessment,,99347,,Encounter,0,0,0.00
Macomb,Assessment for Autism,,99347,U5,Encounter,0,0,0.00
Macomb,Assessment,,99348,,Encounter,0,0,0.00
Macomb,Assessment for Autism,,99348,U5,Encounter,0,0,0.00
Macomb,Assessment,,99349,,Encounter,0,0,0.00
Macomb,Assessment for Autism,,99349,U5,Encounter,0,0,0.00
Macomb,Assessment,,99350,,Encounter,0,0,0.00
Macomb,Assessment for Autism,,99350,U5,Encounter,0,0,0.00
Macomb,Medication Administration,,99506,,Encounter,3,15,2754.00
Macomb,Medication Management,,99605,,15 Minutes,0,0,0.00
Macomb,Transportation,,A0080,,Per mile,0,0,0.00
Macomb,Transportation,,A0090,,Per mile,0,0,0.00
Macomb,Transportation,,A0100,,Per one-way trip,0,0,0.00
Macomb,Substance Abuse: Transportation,,A0100,,Per one-way trip,0,0,0.00
Macomb,Transportation,,A0110,,Per one-way trip,0,0,0.00
Macomb,Substance Abuse: Transportation,,A0110,HF,Per one-way trip,0,0,0.00
Macomb,Transportation,,A0120,,Per one-way trip,1,10,99.00
Macomb,Transportation,,A0130,,Per one-way trip,0,0,0.00
Macomb,Transportation,,A0140,,Per one-way trip,0,0,0.00
Macomb,Transportation,,A0170,,,0,0,0.00
Macomb,Additional Codes-Transportation,,A0425,,Per Mile,0,0,0.00
Macomb,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0,0,0.00
Macomb,Enhanced Medical Equipment-Supplies,,E1399,,Item,138,255,46607.00
Macomb,Activity Therapy (Children's Waiver),,G0176,,Encounter,63,2399,133218.00
Macomb,Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,1,4,312.00
Macomb,Substance Abuse: Recovery Support Services,,G0409,,15 Minutes,0,0,0.00
Macomb,Substance Abuse: Individual Assessment,,H0001,,Encounter,0,0,0.00
Macomb,Assessment,,H0002,,Encounter,6,8,484.00
Macomb,Substance Abuse: Laboratory,,H0003,,Encounter,0,0,0.00
Macomb,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0,0,0.00
Macomb,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0,0,0.00
Macomb,Substance Abuse: Case Management,,H0006,,Encounter,0,0,0.00
Macomb,Substance Abuse: Sub-Acute Detoxification,1002,H0010,,Day,0,0,0.00
Macomb,Substance Abuse: Sub-Acute Detoxification,1002,H0012,,Day,0,0,0.00
Macomb,Substance Abuse: Sub-Acute Detoxification,1002,H0014,,Day,0,0,0.00
Macomb,Substance Abuse: Outpatient Care,906,H0015,,Day,0,0,0.00
Macomb,Crisis Residential Services,,H0018,,Day,12,101,36111.00
Macomb,Substance Abuse: Residential,1002,H0018,HF,Day,0,0,0.00
Macomb,Substance Abuse: Residential,1002,H0019,HF,Day,0,0,0.00
Macomb,Substance Abuse: Methadone,,H0020,,Encounter,0,0,0.00
Macomb,Substance Abuse: Early Intervention,,H0022,,Encounter,0,0,0.00
Macomb,Peer Directed and Operated Support Services,,H0023,,Encounter,0,0,0.00
Macomb,Substance Use Disorder: Recovery Support Services,,H0023,HF,Encounter,0,0,0.00
Macomb,Prevention Services - Direct Model,,H0025,,Face to Face Contact,0,0,0.00
Macomb,Crisis Intervention,,H0030,,Per Service,0,0,0.00
Macomb,Assessment,,H0031,,Encounter,2433,3033,787009.00
Macomb,Assessment for Autism,,H0031,U5,Encounter,111,184,62327.00
Macomb,Support Intensity Scale (SIS) Face-to-Face Assessment,,H0031,HW,,989,997,479138.00
Macomb,Treatment Planning,,H0032,,Encounter,1014,1752,477251.00
Macomb,Monitoring of Treatment - Clinician,,H0032,TS,Encounter,489,2048,555374.00
Macomb,Substance Abuse: Pharmalogical Support - Suboxane,,H0033,,Direct Observation Encounter,0,0,0.00
Macomb,Health Services,,H0034,,15 Minutes,11,30,2681.00
Macomb,Home Based Services,,H0036,,15 Minutes,39,5971,279226.00
Macomb,Home Based Services,,H0036,ST,15 Minutes,0,0,0.00
Macomb,Peer Directed and Operated Support Services,,H0038,,15 minutes,6,144,5712.00
Macomb,Peer Directed and Operated Support Services,,H0038,TJ,15 Minutes,0,0,0.00
Macomb,Substance Abuse: Recovery Support Services,,H0038,HF,15 Minutes,0,0,0.00
Macomb,Peer Directed and Operated Support Services,,NA,,,0,0,0.00
Macomb,Assertive Community Treatment (ACT),,H0039,,15 Minutes,10,1393,95631.00
Macomb,Community Living Supports in Independent living/own home,,H0043,,Per diem,235,77805,14048658.00
Macomb,Respite,,H0045,,Day,171,2656,679300.00
Macomb,Peer Directed and Operated Support Services,,H0046,,Encounter,0,0,0.00
Macomb,Substance Abuse: Laboratory,,H0048,,Encounter,0,0,0.00
Macomb,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0050,,15 Minutes,0,0,0.00
Macomb,Behavior Treatment Plan Review,,H2000,,Encounter,44,200,14593.00
Macomb,Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,60,259,35228.00
Macomb,Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0,0,0.00
Macomb,Crisis Intervention,,H2011,,15 Minutes,27,313,22647.00
Macomb,"Substance Abuse: Crisis Intervention, per 15 minutes",,H2011,HF,15 Minutes,0,0,0.00
Macomb,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,1275,3277660,8860760.00
Macomb,Community Living Supports (15 Minutes),,H2015,,15 Minutes,2348,11362243,36359890.00
Macomb,Community Living Supports (Daily),,H2016,,Per Diem,228,71079,3686578.00
Macomb,Community Living Supports (Daily),,H2016,TF,Per Diem,160,40559,3088976.00
Macomb,Community Living Supports (Daily),,H2016,TG,Per Diem,245,68254,8202573.00
Macomb,Behavior Services,,H2019,,15 Minutes,10,4405,82803.00
Macomb,Behavior Services,,H2019,TT,15 Minutes,0,0,0.00
Macomb,Applied Behavioral Intervention (ABI).,,H2019,U5,15 Minutes,10,8479,136618.00
Macomb,Early Intensive Behavioral Intervention (EIBI),,H2019,"U5, TG",15 Minutes,85,107209,1688430.00
Macomb,Crisis Intervention,,H2020,,Day,0,0,0.00
Macomb,Wraparound,,H2021,,15 Minutes,6,334,16668.00
Macomb,Supported Employment Services,,H2023,,15 minutes,110,98776,415154.00
Macomb,Mental Health Therapy,,H2027,,15 Minutes,0,0,0.00
Macomb,Substance Abuse Services: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,HF,15 Minutes,0,0,0.00
Macomb,Clubhouse Psychosocial Rehabilitation Programs,,H2030,,15 Minutes,27,30603,199674.00
Macomb,Home Based Services,,H2033,,15 Minutes,0,0,0.00
Macomb,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,HF,Hour,0,0,0.00
Macomb,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,HF,Per Diem,0,0,0.00
Macomb,Repair/Svc DME Non-Oxygen Equipment (Children's Waiver),,K0739,,15 Minutes,0,0,0.00
Macomb,Medication Review,,M0064,,"Encounter Face-to-Face, generally less than 10 minutes",72,84,28582.00
Macomb,Transportation,,S0209,,Per Mile,0,0,0.00
Macomb,Transportation,,S0215,,Per Mile,0,0,0.00
Macomb,Substance Abuse Services: Transportation,,S0215,HF,Per Mile,0,0,0.00
Macomb,Home Care Training to Home Care Client ABA,,S5108,U5,15 Minutes,92,9668,303052.00
Macomb,Family Training - EBP,,S5110,,15 Minutes,1,18,714.00
Macomb,Family Training,,S5111,,Encounter,620,5216,632806.00
Macomb,Family Training,,S5111,HA,Encounter,0,0,0.00
Macomb,Family Training,,S5111,HM,Encounter,30,391,65500.00
Macomb,"Home Care Training, Non-Family (Children's Waiver)",,S5116,,Encounter,110,374,91523.00
Macomb,Foster Care,,S5140,,Day,0,0,0.00
Macomb,Foster Care,,S5145,,Day,0,0,0.00
Macomb,Respite,,S5150,,15 Minutes,0,0,0.00
Macomb,Respite,,S5151,,Per Diem,75,3749,324429.00
Macomb,Personal Emergency Response System (PERS),,S5160,,Encounter,1,1,40.00
Macomb,Personal Emergency Response System (PERS),,S5161,,Month,7,67,2461.00
Macomb,Environmental Modification,,S5165,,Service,32,49,167716.00
Macomb,Enhanced Medical Equipment-Supplies,,S5199,,Item,34,40,9031.00
Macomb,Occupational or Physical Therapy,,S8990,,Encounter,68,364,48740.00
Macomb,Private Duty Nursing,582,S9123,,Hour,0,0,0.00
Macomb,Private Duty Nursing,,S9123,,Hour,0,0,0.00
Macomb,Private Duty Nursing,,S9123,TT,Hour,0,0,0.00
Macomb,Private Duty Nursing,582,S9124,,Hour,0,0,0.00
Macomb,Private Duty Nursing,,S9124,,Hour,0,0,0.00
Macomb,Private Duty Nursing,,S9124,TT,Hour,0,0,0.00
Macomb,Health Services,,S9445,,Encounter,2,2,456.00
Macomb,Health Services,,S9446,,Encounter,20,76,6282.00
Macomb,Health Services,,S9470,,Encounter,30,78,9205.00
Macomb,Prevention Services - Direct Model,,S9482,,15 minutes,0,0,0.00
Macomb,Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,5,25,10273.00
Macomb,Residential Room and Board,,S9976,,Day,0,0,0.00
Macomb,Substance Abuse Services: Residential Room and Board,,S9976,HF,Day,0,0,0.00
Macomb,Private Duty Nursing,,T1000,,Up to 15 min,0,0,0.00
Macomb,Private Duty Nursing,,T1000,TD,Up to 15 min,4,32517,324308.00
Macomb,Private Duty Nursing,,T1000,TE,Up to 15 min,10,83929,679473.00
Macomb,Assessment,,T1001,,Encounter,459,498,205786.00
Macomb,Health Services,,T1002,,Up to 15 min,508,6491,556330.00
Macomb,Respite Care,,T1005,,15 Minutes,1319,2112053,6933522.00
Macomb,Respite Care,,T1005,TD,15 Minutes,5,14246,143910.00
Macomb,Respite Care,,T1005,TE,15 Minutes,52,229080,1829596.00
Macomb,Respite Care (Children's Waiver & SED Waiver),,T1005,TT,15 minutes,150,218337,506868.00
Macomb,Substance Abuse: Treatment Planning,,T1007,HF,Encounter,0,0,0.00
Macomb,Substance Abuse: Child Sitting Services,,T1009,,Encounter,0,0,0.00
Macomb,Substance Abuse: Recovery Support Services,,T1012,,Encounter,0,0,0.00
Macomb,Family Psycho-Education - EBP,,T1015,,Encounter,3,3,666.00
Macomb,Supports Coordination/Wrap Facilitation,,T1016,,15 minutes,3224,167527,10332499.00
Macomb,Targeted Case Management,,T1017,,15 minutes,386,17467,1259796.00
Macomb,Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,38,1746,129482.00
Macomb,Personal Care in Licensed Specialized Residential Setting,,T1020,,Day,255,70660,1666328.00
Macomb,Personal Care in Licensed Specialized Residential Setting,,T1020,TF,Day,151,37993,2395797.00
Macomb,Personal Care in Licensed Specialized Residential Setting,,T1020,TG,Day,231,71239,6656362.00
Macomb,Assessments,,T1023,,Encounter,6,8,968.00
Macomb,Prevention Services - Direct Model,,T1027,,15 Minutes,0,0,0.00
Macomb,Enhanced Medical Supplies or Pharmacy,,T1999,,Item,153,1354,120493.00
Macomb,Transportation,,T2001,,Encounter,0,0,0.00
Macomb,Substance Abuse Services: Transportation,,T2001,HF,Encounter,0,0,0.00
Macomb,Transportation,,T2002,,Per Diem,0,0,0.00
Macomb,Substance Abuse Services: Transportation,,T2002,HF,Per Diem,0,0,0.00
Macomb,Transportation,,T2003,,Encounter / Trip,0,0,0.00
Macomb,Substance Abuse Services: Transportation,,T2003,HF,Encounter / Trip,0,0,0.00
Macomb,Transportation,,T2004,,Encounter,0,0,0.00
Macomb,Substance Abuse Services: Transportation,,T2004,HF,Encounter,0,0,0.00
Macomb,Transportation,,T2005,,Encounter,0,0,0.00
Macomb,Substance Abuse Services: Transportation,,T2005,HF,Encounter,0,0,0.00
Macomb,Out of Home Prevocational Service,,T2015,,Hour,154,129882,2002814.00
Macomb,Targeted Case Management (Children's Waiver),,T2023,,Month,117,1190,560828.00
Macomb,Prevention Services - Direct Model,,T2024,,,0,0,0.00
Macomb,Fiscal Intermediary Services,,T2025,,Month,810,8301,998912.00
Macomb,Enhanced Medical Equipment-Supplies,,T2028,,Item,0,0,0.00
Macomb,Enhanced Medical Equipment-Supplies,,T2029,,Item,0,0,0.00
Macomb,Crisis Intervention,,T2034,,Day,0,0,0.00
Macomb,Respite Care,,T2036,,Per session. One night = one session,40,287,15985.00
Macomb,Respite Care,,T2037,,Per session. One day/partial day = one session,30,622,10042.00
Macomb,Housing Assistance,,T2038,,Service,50,366,67383.00
Macomb,Enhanced Medical Equipment-Supplies,,T2039,,Item,0,0,0.00
Macomb,Goods and Services,,T5999,HK,Per Item,0,0,0.00
Macomb,Wraparound Services,,T5999,,Per Item,2,11,1487.00
Macomb,Pharmacy (Drugs and Other Biologicals),,,,,0,0,0.00
Macomb,Other,,,,,76,0,38520.00
Macomb,Aggregate for 'J' Codes,,ALL,,,15,0,39526.00
Manistee-Benzie (Centra Wellness),State Psychiatric Hospital - Inpatient PT22,"0100, 0101, 0114, 0124, 0134, 0154",,PT22,Day,0,0,0.00
Manistee-Benzie (Centra Wellness),State Mental Retardation Facility - Inpatient (ICF/MR) PT65,100,,PT65,Day,0,0,0.00
Manistee-Benzie (Centra Wellness),Local Psychiatric Hospital/IMD PT68,"0100, 0101, 0114, 0124, 0134, 0154",,PT68,Day,0,0,0.00
Manistee-Benzie (Centra Wellness),Local Psychiatric Hospital - Acute Community PT73,"0100, 0101, 0114, 0124, 0134, 0154",,PT73,Day,0,0,0.00
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Room and Board,144,,,Day,0,0,0.00
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Leave of Absence,183,,,Day,0,0,0.00
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258",,,,0,0,0.00
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,# of items,0,0,0.00
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of tests,0,0,0.00
Manistee-Benzie (Centra Wellness),Inpatient Hospital Ancillary Services - Radiology,320,,,# of tests,0,0,0.00
Manistee-Benzie (Centra Wellness),ECT Anesthesia,370,,,,0,0,0.00
