CMH Name,FirstOfService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfMIA-Cases,SumOfMIA-Units,SumOfMIA-Cost,SumOfOther Cost,FirstOfMIA Unique Consumers
Northern Lakes,Assessment,,99328,,Encounter,0,0,0,0,3440
Northern Lakes,Assessment,,99334,,Encounter,0,0,0,0,3440
Northern Lakes,Assessment,,99335,,Encounter,0,0,0,0,3440
Northern Lakes,Assessment,,99336,,Encounter,0,0,0,0,3440
Northern Lakes,Assessment,,99337,,Encounter,0,0,0,0,3440
Northern Lakes,Assessment,,99341,,Encounter,0,0,0,0,3440
Northern Lakes,Assessment,,99342,,Encounter,0,0,0,0,3440
Northern Lakes,Assessment,,99343,,Encounter,0,0,0,0,3440
Northern Lakes,Assessment,,99344,,Encounter,0,0,0,0,3440
Northern Lakes,Assessment,,99345,,Encounter,0,0,0,0,3440
Northern Lakes,Assessment,,99347,,Encounter,0,0,0,0,3440
Northern Lakes,Assessment,,99348,,Encounter,0,0,0,0,3440
Northern Lakes,Assessment,,99349,,Encounter,0,0,0,0,3440
Northern Lakes,Assessment,,99350,,Encounter,0,0,0,0,3440
Northern Lakes,Medication Administration,,99506,,Encounter,0,0,0,0,3440
Northern Lakes,Medication Management,,99605,,15 Minutes,0,0,0,0,3440
Northern Lakes,Transportation,,A0080,,Per mile,0,0,0,0,3440
Northern Lakes,Transportation,,A0090,,Per mile,0,0,0,0,3440
Northern Lakes,Transportation,,A0100,,Per one-way trip,0,0,0,0,3440
Northern Lakes,Substance Abuse: Transportation,,A0100,,Per one-way trip,0,0,0,0,3440
Northern Lakes,Transportation,,A0110,,Per one-way trip,0,0,0,0,3440
Northern Lakes,Substance Abuse: Transportation,,A0110,HF,Per one-way trip,0,0,0,0,3440
Northern Lakes,Transportation,,A0120,,Per one-way trip,0,0,0,0,3440
Northern Lakes,Transportation,,A0130,,Per one-way trip,0,0,0,0,3440
Northern Lakes,Transportation,,A0140,,Per one-way trip,0,0,0,0,3440
Northern Lakes,Transportation,,A0170,,,0,0,0,0,3440
Northern Lakes,Additional Codes-Transportation,,A0425,,Per Mile,0,0,0,0,3440
Northern Lakes,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0,0,0,0,3440
Northern Lakes,Enhanced Medical Equipment-Supplies,,E1399,,Item,0,0,0,1328,3440
Northern Lakes,Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,0,0,0,0,3440
Northern Lakes,Substance Abuse: Recovery Support Services,,G0409,,15 Minutes,0,0,0,0,3440
Northern Lakes,Substance Abuse: Individual Assessment,,H0001,,Encounter,0,0,0,0,3440
Northern Lakes,Assessment ,,H0002,,Encounter,207,215,26406,34020,3440
Northern Lakes,Substance Abuse: Laboratory,,H0003,,Encounter,0,0,0,0,3440
Northern Lakes,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0,0,0,0,3440
Northern Lakes,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0,0,0,0,3440
Northern Lakes,Substance Abuse: Case Management,,H0006,,Encounter,0,0,0,0,3440
Northern Lakes,Substance Abuse: Sub-Acute Detoxification,1002,H0010,,Day,0,0,0,0,3440
Northern Lakes,Substance Abuse: Sub-Acute Detoxification,1002,H0012,,Day,0,0,0,0,3440
Northern Lakes,Substance Abuse: Sub-Acute Detoxification,1002,H0014,,Day,0,0,0,0,3440
Northern Lakes,Substance Abuse: Outpatient Care,906,H0015,,Day,0,0,0,0,3440
Northern Lakes,Crisis Residential Services,,H0018,,Day,92,1554,518944,560786,3440
Northern Lakes,Substance Abuse: Residential,1002,H0018,HF,Day,0,0,0,0,3440
Northern Lakes,Substance Abuse: Residential,1002,H0019,HF,Day,0,0,0,0,3440
Northern Lakes,Substance Abuse: Methadone,,H0020,,Encounter,0,0,0,0,3440
Northern Lakes,Substance Abuse: Early Intervention,,H0022,,Encounter,0,0,0,0,3440
Northern Lakes,Peer Directed and Operated Support Services,,H0023,,Encounter,0,0,0,0,3440
Northern Lakes,Substance Use Disorder: Recovery Support Services,,H0023,HF,Encounter,0,0,0,0,3440
Northern Lakes,Prevention Services - Direct Model,,H0025,,Face to Face Contact,0,0,0,0,3440
Northern Lakes,Assessment ,,H0031,,Encounter,937,1005,314368,578717,3440
Northern Lakes,Support Intensity Scale (SIS) Face-to-Face Assessment,,H0031,HW,,2,2,1037,102135,3440
Northern Lakes,Treatment Planning,,H0032,,Encounter,981,1245,460500,714495,3440
Northern Lakes,Monitoring of Treatment - Clinician,,H0032,TS,Encounter,7,21,5793,73258,3440
Northern Lakes,Substance Abuse: Pharmalogical Support - Suboxane,,H0033,,Direct Observation Encounter,0,0,0,0,3440
Northern Lakes,Health Services,,H0034,,15 Minutes,1,1,81,81,3440
Northern Lakes,Home Based Services,,H0036,,15 Minutes,5,123,7990,1112972,3440
Northern Lakes,Home Based Services,,H0036,ST,15 Minutes,0,0,0,17743,3440
Northern Lakes,Peer Directed and Operated Support Services,,H0038,,15 minutes,133,9234,393732,401526,3440
Northern Lakes,Peer Directed and Operated Support Services,,H0038,TJ,15 Minutes,0,0,0,0,3440
Northern Lakes,Substance Abuse: Recovery Support Services,,H0038,HF,15 Minutes,0,0,0,0,3440
Northern Lakes,Peer Directed and Operated Support Services,,NA,,,0,0,0,0,3440
Northern Lakes,Assertive Community Treatment (ACT),,H0039,,15 Minutes,156,23867,2251141,2251141,3440
Northern Lakes,Community Living Supports in Independent living/own home,,H0043,,Per diem,2,335,29741,1579718,3440
Northern Lakes,Respite,,H0045,,Day,0,0,0,589,3440
Northern Lakes,Peer Directed and Operated Support Services,,H0046,,Encounter,0,0,0,0,3440
Northern Lakes,Substance Abuse: Laboratory,,H0048,,Encounter,0,0,0,0,3440
Northern Lakes,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0050,,15 Minutes,0,0,0,0,3440
Northern Lakes,Behavior Treatment Plan Review,,H2000,,Encounter,14,53,9254,60121,3440
Northern Lakes,Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,17,83,10946,59847,3440
Northern Lakes,Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0,0,0,0,3440
Northern Lakes,Crisis Intervention,,H2011,,15 Minutes,1615,7399,767292,972924,3440
Northern Lakes,"Substance Abuse: Crisis Intervention, per 15 minutes",,H2011,HF,15 Minutes,0,0,0,0,3440
Northern Lakes,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,13,17340,61429,1402701,3440
Northern Lakes,Out of Home Non Vocational Habilitation,,H2014,HK,15 Minutes,1,160,520,474744,3440
Northern Lakes,Community Living Supports (15 Minutes),,H2015,,15 Minutes,46,23074,126593,4099058,3440
Northern Lakes,Community Living Supports (Daily),,H2016,,Per Diem,104,19780,2053225,9596480,3440
Northern Lakes,Behavior Services,,H2019,,15 Minutes,0,0,0,181,3440
Northern Lakes,Behavior Services,,H2019,TT,15 Minutes,0,0,0,0,3440
Northern Lakes,Wraparound,,H2021,,15 Minutes,1,4,302,205939,3440
Northern Lakes,Wraparound (SED Waiver),,H2022,,Day,0,0,0,4114,3440
Northern Lakes,Wraparound (SED Waiver),,H2022,TT,Day,0,0,0,0,3440
Northern Lakes,Supported Employment Services,,H2023,,15 minutes,11,3651,15485,331899,3440
Northern Lakes,Mental Health Therapy,,H2027,,15 Minutes,0,0,0,0,3440
Northern Lakes,Substance Abuse Services: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,HF,15 Minutes,0,0,0,0,3440
Northern Lakes,Clubhouse Psychosocial Rehabilitation Programs ,,H2030,,15 Minutes,157,145491,785514,850494,3440
Northern Lakes,Home Based Services,,H2033,,15 Minutes,0,0,0,0,3440
Northern Lakes,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,HF,Hour,0,0,0,0,3440
Northern Lakes,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,HF,Per Diem,0,0,0,0,3440
Northern Lakes,Transportation,,S0209,,Per Mile,0,0,0,0,3440
Northern Lakes,Transportation,,S0215,,Per Mile,0,0,0,0,3440
Northern Lakes,Substance Abuse Services: Transportation,,S0215,HF,Per Mile,0,0,0,0,3440
Northern Lakes,Family Training - EBP,,S5110,,15 Minutes,0,0,0,0,3440
Northern Lakes,Family Training,,S5111,,Encounter,1,10,1792,18887,3440
Northern Lakes,Family Training,,S5111,HA,Encounter,0,0,0,0,3440
Northern Lakes,Family Training,,S5111,HM,Encounter,0,0,0,32971,3440
Northern Lakes,BHT/ABA Family Training,,S5111,U5,Encounter,0,0,0,33995,3440
Northern Lakes,Foster Care,,S5140,,Day,0,0,0,0,3440
Northern Lakes,Foster Care,,S5145,,Day,0,0,0,0,3440
Northern Lakes,Respite,,S5150,,15 Minutes,0,0,0,0,3440
Northern Lakes,Respite,,S5151,,Per Diem,0,0,0,0,3440
Northern Lakes,Personal Emergency Response System (PERS),,S5160,,Encounter,0,0,0,0,3440
Northern Lakes,Personal Emergency Response System (PERS),,S5161,,Month,0,0,0,0,3440
Northern Lakes,Environmental Modification ,,S5165,,Service,0,0,0,7222,3440
Northern Lakes,Enhanced Medical Equipment-Supplies,,S5199,,Item,0,0,0,0,3440
Northern Lakes,Occupational or Physical Therapy,,S8990,,Encounter,0,0,0,0,3440
Northern Lakes,Health Services,,S9445,,Encounter,0,0,0,0,3440
Northern Lakes,Health Services,,S9446,,Encounter,0,0,0,0,3440
Northern Lakes,Health Services,,S9470,,Encounter,0,0,0,0,3440
Northern Lakes,Prevention Services - Direct Model,,S9482,,15 minutes,0,0,0,0,3440
Northern Lakes,Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,0,0,0,0,3440
Northern Lakes,Residential Room and Board,,S9976,,Day,0,0,0,0,3440
Northern Lakes,Substance Abuse Services: Residential Room and Board,,S9976,HF,Day,0,0,0,0,3440
Northern Lakes,Private Duty Nursing,,T1000,,Up to 15 min,0,0,0,0,3440
Northern Lakes,Private Duty Nursing,,T1000,TD,Up to 15 min,0,0,0,71273,3440
Northern Lakes,Private Duty Nursing,,T1000,TE,Up to 15 min,0,0,0,0,3440
Northern Lakes,Assessment,,T1001,,Encounter,176,180,46751,70636,3440
Northern Lakes,Health Services,,T1002,,Up to 15 min,4,381,4138,57580,3440
Northern Lakes,Respite Care,,T1005,,15 Minutes,0,0,0,385119,3440
Northern Lakes,Respite Care,,T1005,TD,15 Minutes,0,0,0,0,3440
Northern Lakes,Respite Care,,T1005,TE,15 Minutes,0,0,0,0,3440
Northern Lakes,Respite Care (Children's Waiver & SED Waiver),,T1005,TT,15 minutes,0,0,0,19550,3440
Northern Lakes,Substance Abuse: Treatment Planning,,T1007,HF,Encounter,0,0,0,0,3440
Northern Lakes,Substance Abuse: Child Sitting Services,,T1009,,Encounter,0,0,0,0,3440
Northern Lakes,Substance Abuse: Recovery Support Services,,T1012,,Encounter,0,0,0,0,3440
Northern Lakes,Family Psycho-Education - EBP,,T1015,,Encounter,0,0,0,0,3440
Northern Lakes,Supports Coordination/Wrap Facilitation,,T1016,,15 minutes,18,105,9561,551436,3440
Northern Lakes,Targeted Case Management ,,T1017,,15 minutes,654,22566,2080545,3828417,3440
Northern Lakes,Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,60,1842,186486,200934,3440
Northern Lakes,Personal Care in Licensed Specialized Residential Setting,,T1020,,Day,105,20146,827955,6050278,3440
Northern Lakes,Assessments,,T1023,,Encounter,1165,1725,833551,1013791,3440
Northern Lakes,Prevention Services - Direct Model ,,T1027,,15 Minutes,0,0,0,144,3440
Northern Lakes,Enhanced Medical Supplies or Pharmacy,,T1999,,Item,0,0,0,5736,3440
Northern Lakes,Transportation,,T2001,,Encounter,0,0,0,0,3440
Northern Lakes,Substance Abuse Services: Transportation,,T2001,HF,Encounter,0,0,0,0,3440
Northern Lakes,Transportation,,T2002,,Per Diem,0,0,0,0,3440
Northern Lakes,Substance Abuse Services: Transportation,,T2002,HF,Per Diem,0,0,0,0,3440
Northern Lakes,Transportation,,T2003,,Encounter / Trip,42,48,20290,21401,3440
Northern Lakes,Substance Abuse Services: Transportation,,T2003,HF,Encounter / Trip,0,0,0,0,3440
Northern Lakes,Transportation,,T2004,,Encounter,0,0,0,0,3440
Northern Lakes,Substance Abuse Services: Transportation,,T2004,HF,Encounter,0,0,0,0,3440
Northern Lakes,Transportation,,T2005,,Encounter,0,0,0,0,3440
Northern Lakes,Substance Abuse Services: Transportation,,T2005,HF,Encounter,0,0,0,0,3440
Northern Lakes,Prevention Services - Direct Model ,,T2024,,,0,0,0,0,3440
Northern Lakes,Fiscal Intermediary Services,,T2025,,Month,1,11,1490,16124,3440
Northern Lakes,Enhanced Medical Equipment-Supplies,,T2028,,Item,0,0,0,0,3440
Northern Lakes,Enhanced Medical Equipment-Supplies,,T2029,,Item,0,0,0,3224,3440
Northern Lakes,Respite Care,,T2036,,Per session. One night = one session,0,0,0,866,3440
Northern Lakes,Respite Care,,T2037,,Per session. One day/partial day = one session,0,0,0,0,3440
Northern Lakes,Housing Assistance,,T2038,,Service,0,0,0,0,3440
Northern Lakes,Enhanced Medical Equipment-Supplies,,T2039,,Item,0,0,0,0,3440
Northern Lakes,Goods and Services ,,T5999,HK,Per Item,0,0,0,0,3440
Northern Lakes,Wraparound Services,,T5999,,Per Item,0,0,0,0,3440
Northern Lakes,Pharmacy (Drugs and Other Biologicals),,,,,0,0,0,0,3440
Northern Lakes,Other,,,,,0,0,0,0,3440
Northern Lakes,Aggregate for 'J' Codes,,ALL,,,0,0,0,0,3440
Northpointe,Local Psychiatric Hospital/IMD PT68 Bundled per diem,100,,PT68,Day,0,0,0,11380,1055
Northpointe,Local Psychiatric Hospital/IMD PT68 Bundled per diem,100,,PT68,Day,0,0,0,0,1055
Northpointe,Local Psychiatric Hospital/IMD PT68 Physician costs excluded,"0114, 0124, 0134, 0154",,PT68,Day,2,10,11799,30677,1055
Northpointe,Local Psychiatric Hospital/IMD PT68 Physician costs excluded,"0114, 0124, 0134, 0154",,PT68,Day,0,0,0,0,1055
Northpointe,Local Psychiatric Hospital - Acute Community PT73 Bundled per diem,100,,PT73,Day,34,303,288207,354989,1055
Northpointe,Local Psychiatric Hospital - Acute Community PT73 Bundled per diem,100,,PT73,Day,7,78,5989,5989,1055
Northpointe,Local Psychiatric Hospital - Acute Community PT73 Physician costs excluded,"0114, 0124, 0134, 0154",,PT73,Day,2,22,18015,18015,1055
Northpointe,Local Psychiatric Hospital - Acute Community PT73 Physician costs excluded,"0114, 0124, 0134, 0154",,PT73,Day,0,0,0,0,1055
Northpointe,Cost Estimates of Current Year IBNR/Accrual Local Psychiatric Hospital/IMD,,,PT68,Amount,0,0,0,0,1055
Northpointe,Cost Estimates of Current Year IBNR/Accrual Local Psychiatric Hospital/Acute Community,,,PT73,Amount,0,0,0,0,1055
Northpointe,Inpatient Hospital Ancillary Services - Room and Board,144,,,Day,0,0,0,0,1055
Northpointe,Inpatient Hospital Ancillary Services - Leave of Absence,183,,,Day,0,0,0,0,1055
Northpointe,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258 ",,,,0,0,0,0,1055
Northpointe,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,# of items,0,0,0,0,1055
Northpointe,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of tests,0,0,0,0,1055
Northpointe,Inpatient Hospital Ancillary Services - Radiology,320,,,# of tests,0,0,0,0,1055
Northpointe,ECT Anesthesia,370,,,,0,0,0,0,1055
Northpointe,Inpatient Hospital Ancillary Services - Respiratory Services,410,,,# of treatments,0,0,0,0,1055
Northpointe,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of treatments,0,0,0,0,1055
Northpointe,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0,0,0,0,1055
Northpointe,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0,0,0,0,1055
Northpointe,Inpatient Hospital Ancillary Services - Emergency Room,450,,,# of visits,0,0,0,0,1055
Northpointe,Inpatient Hospital Ancillary Services - Pulmonary Function,460,,,# of tests,0,0,0,0,1055
Northpointe,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0,0,0,0,1055
Northpointe,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0,0,0,0,1055
Northpointe,Inpatient Hospital Ancillary Services - Pharmacy,636,,,# of units,0,0,0,0,1055
Northpointe,ECT Recovery Room,710,,,,0,0,0,0,1055
Northpointe,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0,0,0,0,1055
Northpointe,Inpatient Hospital Ancillary Services - EEG,740,,,# of tests,0,0,0,0,1055
Northpointe,Crisis Observation Care,762,,,Hour,0,0,0,0,1055
Northpointe,Additional Codes-ECT Facility Charge,901,,,Encounter,0,0,0,0,1055
Northpointe,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0,0,0,42,1055
Northpointe,Outpatient Partial Hospitalization,912,,,Day,0,0,0,0,1055
Northpointe,Outpatient Partial Hospitalization,913,,,Day,0,0,0,0,1055
Northpointe,Inpatient Hospital Ancillary Services - Other Diagnosis Services,925,,,# of tests,0,0,0,0,1055
Northpointe,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0,0,0,0,1055
Northpointe,Additional Codes-ECT Anesthesia,,104,,Minutes,0,0,0,0,1055
Northpointe,Additional Codes-ECT Anesthesia,901,104,,Minutes,0,0,0,0,1055
Northpointe,Drug Screen for Methadone Clients Only,,80300,,per date of service,0,0,0,0,1055
Northpointe,Drug Screen for Methadone Clients Only,,80301,,per date of service,0,0,0,0,1055
Northpointe,Drug Screen for Methadone Clients Only,,80302,,each procedure,0,0,0,0,1055
Northpointe,Drug Screen for Methadone Clients Only,,80303,,per date of service ,0,0,0,0,1055
Northpointe,Drug Screen for Methadone Clients Only,,80304,,each procedure,0,0,0,0,1055
Northpointe,Interactive Complexity - Add On Code,,90785,,,0,0,0,0,1055
Northpointe,Interactive Complexity - Add On Code - SUD,,90785,HF,,0,0,0,0,1055
Northpointe,Assessment,,"90791
",,Encounter,162,171,97309,114380,1055
Northpointe,Assessment,,90792,,Encounter,51,51,28888.51,82700.46,1055
Northpointe,Mental Health: Outpatient Care,,90832,,30 Minutes,113,310,34503.76,65668.45,1055
Northpointe,Substance abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90832,HF,30 Minutes,0,0,0,0,1055
Northpointe,Assessment,,90833,,30 Minutes,0,0,0,0,1055
Northpointe,Mental Health: Outpatient Care,,90834,,45 Minutes,147,529,94266.68,146300.47,1055
Northpointe,Substance abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90834,HF,45 Minutes,0,0,0,0,1055
Northpointe,Assessment,,90836,,45 Minutes,0,0,0,0,1055
Northpointe,Mental Health: Outpatient Care,,90837,,60 Minutes,143,632,153582.61,251029.82,1055
Northpointe,Substance abuse: Outpatient Care,,90837,HF,60 Minutes,0,0,0,0,1055
Northpointe,Assessment,,90838,,60 Minutes,0,0,0,0,1055
Northpointe,Psychotherapy for Crisis First 60 Minutes,,90839,,First 30-74 Min.,0,0,0,0,1055
Northpointe,Psychotherapy for Crisis Each Additional 30 Minutes,,90840,,Each Additional 30 Minutes,0,0,0,0,1055
Northpointe,Therapy-Family Therapy,,90846,,Encounter,3,6,1489.56,20605.7,1055
Northpointe,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,HF,Encounter,0,0,0,0,1055
Northpointe,Therapy-Family Therapy,,90847,,Encounter,7,21,4628,35261,1055
Northpointe,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,,Encounter,0,0,0,0,1055
Northpointe,Therapy-Family Therapy,,90849,,Encounter,0,0,0,0,1055
Northpointe,Therapy-Family Therapy,,90849,HS,Encounter,0,0,0,0,1055
Northpointe,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,HF,Encounter,0,0,0,0,1055
Northpointe,Therapy-Group Therapy,,90853,,Encounter,57,575,139981,202546,1055
Northpointe,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,HF,Encounter,0,0,0,0,1055
Northpointe,Additional Codes-ECT Physician,,90870,,Encounter,0,0,0,0,1055
Northpointe,Additional Codes-ECT Physician,901,90870,,Encounter,0,0,0,0,1055
Northpointe,Assessments-Other,,90887,,Encounter,1,1,138,138,1055
Northpointe,Speech & Language Therapy ,,92507,,Encounter,0,0,0,16419,1055
Northpointe,Speech & Language Therapy ,,92508,,Encounter,0,0,0,0,1055
Northpointe,Speech & Language Therapy ,,92521,,Encounter,0,0,0,0,1055
Northpointe,Speech & Language Therapy ,,92522,,Encounter,0,0,0,0,1055
Northpointe,Speech & Language Therapy ,,92523,,Encounter,0,0,0,4138,1055
Northpointe,Speech & Language Therapy ,,92524,,Encounter,0,0,0,0,1055
Northpointe,Speech & Language Therapy ,,92526,,Encounter,0,0,0,0,1055
