CMH Name,FirstOfService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfDD-Cases,SumOfDD-Units,SumOfDD-Cost,SumOfOther Cost
Livingston,Housing Assistance,,T2038,,Service,0,0,0,0
Livingston,Enhanced Medical Equipment-Supplies,,T2039,,Item,0,0,0,0
Livingston,Goods and Services ,,T5999,HK,Per Item,0,0,0,0
Livingston,Wraparound Services,,T5999,,Per Item,0,0,0,0
Livingston,Pharmacy (Drugs and Other Biologicals),,,,,0,0,0,0
Livingston,Other,,,,,0,0,0,0
Livingston,Aggregate for 'J' Codes,,ALL,,,0,0,0,0
Macomb,"Local Psychiatric Hospital/IMD PT68 
bundled per diem",0100,,PT68,Day,38,608,367892,4821461
Macomb,"Local Psychiatric Hospital/IMD PT68
bundled per diem",0100,,PT68,Day,4,111,17523,49240
Macomb,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154",,PT68,Day,19,284,206993,1566198
Macomb,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154",,PT68,Day,0,0,0,21242
Macomb,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem",0100,,PT73,Day,25,322,194922,4551849
Macomb,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem",0100,,PT73,Day,2,7,630,67899
Macomb,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154",,PT73,Day,13,109,68204,2012439
Macomb,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154",,PT73,Day,2,4,367,69533
Macomb,Local Psychiatric Hospital/IMD,,,PT68,Amount,0,0,0,0
Macomb,Local Psychiatric Hospital/Acute Community,,,PT73,Amount,0,0,0,0
Macomb,Inpatient Hospital Ancillary Services - Room and Board,0144,,,Day,0,0,0,0
Macomb,Inpatient Hospital Ancillary Services - Leave of Absence,0183,,,Day,0,0,0,0
Macomb,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258 ",,,,0,0,0,0
Macomb,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,# of items,0,0,0,0
Macomb,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of tests,0,0,0,0
Macomb,Inpatient Hospital Ancillary Services - Radiology,0320,,,# of tests,0,0,0,0
Macomb,ECT Anesthesia,0370,,,,0,0,0,0
Macomb,Inpatient Hospital Ancillary Services - Respiratory Services,0410,,,# of treatments,0,0,0,0
Macomb,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of treatments,0,0,0,0
Macomb,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0,0,0,0
Macomb,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0,0,0,0
Macomb,Inpatient Hospital Ancillary Services - Emergency Room,0450,,,# of visits,9,11,2118,150809
Macomb,Inpatient Hospital Ancillary Services - Pulmonary Function,0460,,,# of tests,0,0,0,0
Macomb,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0,0,0,0
Macomb,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0,0,0,0
Macomb,Inpatient Hospital Ancillary Services - Pharmacy,0636,,,# of units,0,0,0,0
Macomb,ECT Recovery Room,0710,,,,0,0,0,0
Macomb,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0,0,0,0
Macomb,Inpatient Hospital Ancillary Services - EEG,0740,,,# of tests,0,0,0,0
Macomb,Crisis Observation Care,0762,,,Hour,0,0,0,0
Macomb,Additional Codes-ECT Facility Charge,0901,,,Encounter,0,0,0,1660
Macomb,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0,0,0,4602
Macomb,Outpatient Partial Hospitalization,0912,,,Day,33,219,60594,1131583
Macomb,Outpatient Partial Hospitalization,0913,,,Day,0,0,0,0
Macomb,Inpatient Hospital Ancillary Services - Other Diagnosis Services,0925,,,# of tests,0,0,0,0
Macomb,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0,0,0,0
Macomb,Additional Codes-ECT Anesthesia,,00104,,Minutes,0,0,0,0
Macomb,Additional Codes-ECT Anesthesia,0901,00104,,Minutes,0,0,0,0
Macomb,ABA Behavior Identification Assessment,,0359T,U5,Encounter,461,724,335134,344272
Macomb,ABA Behavioral Follow-up Assessment,,0362T,U5,First 30 Minutes,6,7,360,419
Macomb,ABA Behavioral Follow-up Assessment,,0363T,U5,Each Additional 30 Minutes,4,13,643,643
Macomb,ABA Adaptive Treatment,,0364T,U5,First 30 Minutes,486,61146,1655412,1679125
Macomb,ABA Adaptive Treatment,,0365T,U5,Each Additional 30 Minutes,486,418135,11305092,11442431
Macomb,ABA Group Adaptive Behavior Treatment,,0366T,U5,First 30 Minutes,26,1968,15112,15112
Macomb,ABA Group Adaptive Behavior Treatment,,0367T,U5,Each Additional 30 Minutes,26,1184,9092,9092
Macomb,ABA Clinical Observation and Direction of Adaptive Behavior Treatment,,0368T,U5,First 30 Minutes,490,16061,922785,936493
Macomb,ABA Clinical Observation and Direction of Adaptive Behavior Treatment,,0369T,U5,Each Additional 30 Minutes,490,49625,2866435,2908558
Macomb,ABA Family Behavior Treatment Guidance,,0370T,U5,Encounter,435,3173,359190,363778
Macomb,ABA Family Behavior Treatment Guidance,,0371T,U5,Encounter,1,1,71,71
Macomb,ABA Adaptive Behavior Treatment Social Skills Group,,0372T,U5,Encounter,0,0,0,0
Macomb,ABA Exposure Adaptive Behavior Treatment,,0373T,U5,First 60 Minutes,18,1700,186282,186282
Macomb,ABA Exposure Adaptive Behavior Treatment,,0374T,U5,Each Additional 30 Minutes,18,10068,552252,552252
Macomb,Drug Screen,,80305,,Encounter,0,0,0,0
Macomb,Drug Screen,,80306,,Encounter,0,0,0,0
Macomb,Drug Screen,,80307,,Encounter,0,0,0,0
Macomb,Interactive Complexity - Add On Code,,90785,,Encounter,0,0,0,0
Macomb,Assessment for Autism,,90785,U5,Encounter,0,0,0,0
Macomb,Substance Abuse - Interactive Complexity - Add On Code,,90785,HF,Encounter,0,0,0,0
Macomb,Assessment,,"90791
",,Encounter,113,117,27109,192928
Macomb,Substance Use: Assessment,,90791,HF,Encounter,0,0,0,0
Macomb,Assessment for Autism,,90791,U5,Encounter,0,0,0,0
Macomb,Assessment,,90792,,Encounter,359,379,95469,613504
Macomb,Substance Use: Assessment,,90792,HF,Encounter,0,0,0,0
Macomb,Assessment for Autism,,90792,U5,Encounter,0,0,0,0
Macomb,Mental Health: Outpatient Care,,90832,,30 Minutes,117,399,46686,318448
Macomb,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90832,HF,30 Minutes,0,0,0,0
Macomb,Assessment,,90833,,30 Minutes,3,3,576,5141
Macomb,Mental Health: Outpatient Care,,90834,,45 Minutes,204,1092,123855,1369086
Macomb,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90834,HF,45 Minutes,0,0,0,0
Macomb,Assessment,,90836,,45 Minutes,3,4,949,9537
Macomb,Mental Health: Outpatient Care,,90837,,60 Minutes,126,1052,250662,1517712
Macomb,Substance Use Disorder: Outpatient Care,,90837,HF,60 Minutes,0,0,0,0
Macomb,Assessment,,90838,,60 Minutes,0,0,0,8084
Macomb,Psychotherapy for Crisis First 60 Minutes,,90839,,First 30-74 Min.,0,0,0,1812
Macomb,Psychotherapy for Crisis Each Additional 30 Minutes,,90840,,Each Additional 30 Minutes,0,0,0,0
Macomb,Therapy-Family Therapy,,90846,,Encounter,9,39,10978,43201
Macomb,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,HF,Encounter,0,0,0,0
Macomb,Therapy-Family Therapy,,90847,,Encounter,75,289,26770,351597
Macomb,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,HF,Encounter,0,0,0,0
Macomb,Therapy-Family Therapy,,90849,,Encounter,0,0,0,0
Macomb,Therapy-Family Therapy,,90849,HS,Encounter,0,0,0,0
Macomb,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,HF,Encounter,0,0,0,0
Macomb,Therapy-Group Therapy,,90853,,Encounter,15,179,9263,141381
Macomb,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,HF,Encounter,0,0,0,0
Macomb,Additional Codes-ECT Physician,,90870,,Encounter,0,0,0,1442
Macomb,Additional Codes-ECT Physician,0901,90870,,Encounter,0,0,0,0
Macomb,Assessments-Other,,90887,,Encounter,0,0,0,0
Macomb,Speech & Language Therapy ,,92507,,Encounter,317,10893,908788,915753
Macomb,Speech & Language Therapy ,,92508,,Encounter,0,0,0,0
Macomb,Speech & Language Therapy ,,92521,,Encounter,2,2,322,322
Macomb,Speech & Language Therapy ,,92522,,Encounter,2,2,290,290
Macomb,Speech & Language Therapy ,,92523,,Encounter,220,236,33744,34178
Macomb,Speech & Language Therapy ,,92524,,Encounter,0,0,0,0
Macomb,Speech & Language Therapy ,,92526,,Encounter,1,26,2283,2283
Macomb,Speech & Language Therapy ,,92607,,First Hour,0,0,0,0
Macomb,Speech & Language Therapy ,,92608,,Each Additional  30 Minutes,0,0,0,0
Macomb,Speech & Language Therapy ,,92609,,Encounter,0,0,0,0
Macomb,Speech & Language Therapy ,,92610,,Encounter,10,10,1463,1463
Macomb,Evaluation of Auditory Rehabilitation Status (Children's Waiver),,92626,,First Hour,0,0,0,0
Macomb,Evaluation of Auditory Rehabilitation Status (Children's Waiver),,92627,,Each Additional 15 Minutes,0,0,0,0
Macomb,Auditory Rehabilitation Preling Hearing Loss (Children's Waiver),,92630,,Encounter,0,0,0,0
Macomb,Auditory Rehabilitation; Post-Lingual Hearing Loss (Children's Waiver),,92633,,Encounter,0,0,0,0
Macomb,Psychological Testing PSYCH/PHYS ,,96101,,Per Hour,77,92,24690,38259
Macomb,Assessment for Autism,,96101,U5,Hour,0,0,0,0
Macomb,Psychological Testing by Technician ,,96102,,Per Hour,0,0,0,0
Macomb,Assessment for Autism,,96102,U5,Hour,0,0,0,0
Macomb,Psychological Testing by Comp ,,96103,,Per Hour,0,0,0,0
Macomb,Assessments-Other,,96105,,Encounter,0,0,0,0
Macomb,Assessments-Other,,96110,,Encounter,0,0,0,0
Macomb,Assessments-Other,,96111,,Encounter,0,0,0,0
Macomb,Neurobehavioral Status Exam,,96116,,Per Hour,1,1,92,1011
Macomb,Neuropsych test by Psych/Phys ,,96118,,Per Hour,1,1,262,1048
Macomb,Assessment for Autism,,96118,U5,Hour,0,0,0,0
Macomb,Neuropsych test by Tech ,,96119,,Per Hour,0,0,0,0
Macomb,Assessment for Autism,,96119,U5,Hour,0,0,0,0
Macomb,Neuropsych test Admin w/Comp ,,96120,,Per Hour,0,0,0,0
Macomb,Assessments-Other,,96127,,,0,0,0,0
Macomb,Medication Administration,,96372,,Encounter,47,377,45055,514105
Macomb,Occupational or Physical Therapy,,97110,,15 Minutes,180,19309,515690,519710
Macomb,Occupational or Physical Therapy,,97112,,15 Minutes,66,2443,65479,66103
Macomb,Occupational or Physical Therapy,,97113,,15 Minutes,0,0,0,0
Macomb,Occupational or Physical Therapy,,97116,,15 Minutes,10,244,4655,4655
Macomb,Occupational or Physical Therapy,,97124,,15 Minutes,17,870,12476,12476
Macomb,Occupational or Physical Therapy,,97140,,15 Minutes,38,2105,50036,50036
Macomb,Occupational or Physical Therapy,,97150,,Encounter,0,0,0,0
Macomb,Physical Therapy,,97161,,Encounter,25,25,3134,3263
Macomb,Physical Therapy,,97162,,Encounter,39,41,4608,4737
Macomb,Physical Therapy,,97163,,Encounter,21,21,1969,1969
Macomb,Physical Therapy,,97164,,Encounter,10,11,993,993
Macomb,Occupational Therapy,,97165,,Encounter,124,126,20591,23355
Macomb,Occupational Therapy,,97166,,Encounter,93,94,11271,13230
Macomb,Occupational Therapy,,97167,,Encounter,86,93,10029,10148
Macomb,Occupational Therapy,,97168,,Encounter,17,19,1045,1118
Macomb,Occupational or Physical Therapy,,97530,,15 Minutes,353,47242,1562560,1637026
Macomb,"Occupational or Physical Therapy 
(Note: Retired 12/31/17)",,97532,,15 Minutes,0,0,0,0
Macomb,Occupational or Physical Therapy,,97533,,15 Minutes,13,452,13060,22235
Macomb,Occupational or Physical Therapy,,97535,,15 Minutes,2,115,2325,2325
Macomb,Occupational or Physical Therapy,,97537,,15 Minutes,1,274,5346,5346
Macomb,Occupational or Physical Therapy,,97542,,15 Minutes,0,0,0,0
Macomb,Occupational or Physical Therapy,,97750,,15 Minutes,0,0,0,0
Macomb,Occupational Therapy,,97755,,15 Minutes,0,0,0,0
Macomb,Occupational or Physical Therapy,,97760,,15 Minutes,0,0,0,0
Macomb,Prosthetic Training (Children's Waiver),,97761,,15 Minutes,0,0,0,0
Macomb,"C/O for Orthotic/Prosth Use  or Physical Therapy
(Note: Retired 12/31/17)",,97762,,15 minutes,0,0,0,0
Macomb,Occupational or Physical Therapy,,97763,,15 Minutes,0,0,0,0
Macomb,Assessment or Health Services,,97802,,15 Minutes,0,0,0,0
Macomb,Assessment or Health Services,,97803,,15 Minutes,0,0,0,0
Macomb,Health Services,,97804,,30 Minutes,0,0,0,0
Macomb,Substance Use Disorder: Acupuncture,,97810,,Encounter,0,0,0,0
Macomb,Substance Use Disorder: Acupuncture,,97811,,Encounter,0,0,0,0
Macomb,New Patient Evaluation and Management,,99201,,Encounter,0,0,0,90
Macomb,Substance Use Disorder: New Patient Evaluation and Management,,99201,HF,Encounter,0,0,0,0
Macomb,New Patient Evaluation and Management,,99202,,Encounter,0,0,0,0
Macomb,Substance Use Disorder: New Patient Evaluation and Management,,99202,HF,Encounter,0,0,0,0
Macomb,New Patient Evaluation and Management,,99203,,Encounter,1,1,55,760
Macomb,Substance Use Disorder: New Patient Evaluation and Management,,99203,HF,Encounter,0,0,0,0
Macomb,New Patient Evaluation and Management,,99204,,Encounter,2,2,548,34475
Macomb,Substance Use Disorder: New Patient Evaluation and Management,,99204,HF,Encounter,0,0,0,0
Macomb,New Patient Evaluation and Management,,99205,,Encounter,1,1,274,2928
Macomb,Substance Use Disorder: New Patient Evaluation and Management,,99205,HF,Encounter,0,0,0,0
Macomb,Established Patient Evaluation and Management,,99211,,Encounter,11,50,4712,22719
Macomb,Substance Use Disorder: Established Patient Evaluation and Management,,99211,HF,Encounter,0,0,0,0
Macomb,Established Patient Evaluation and Management,,99212,,Encounter,273,827,38849,71300
Macomb,Substance Use Disorder: Established Patient Evaluation and Management,,99212,HF,Encounter,0,0,0,0
Macomb,Established Patient Evaluation and Management,,99213,,Encounter,473,1363,109383,754692
Macomb,Sustance Abuse: Established Patient Evaluation and Management,,99213,HF,Encounter,0,0,0,0
Macomb,Established Patient Evaluation and Management,,99214,,Encounter,536,2342,373843,1810230
Macomb,Substance Use Disorder: Established Patient Evaluation and Management,,99214,HF,Encounter,0,0,0,0
Macomb,Established Patient Evaluation and Management,,99215,,Encounter,53,85,21321,121376
Macomb,Substance Use Disorder: Established Patient Evaluation and Management,,99215,HF,Encounter,0,0,0,0
Macomb,Additional Codes-Physician Services,,99221,,30 Minutes,0,0,0,552
Macomb,Additional Codes-Physician Services,,99222,,50 Minutes,0,0,0,2365
Macomb,Additional Codes-Physician Services,,99223,,70 Minutes,1,1,220,4792
Macomb,Additional Codes-Physician Services,,99224,,15 Minutes,0,0,0,0
Macomb,Additional Codes-Physician Services,,99225,,25 minutes,0,0,0,0
Macomb,Additional Codes-Physician Services,,99226,,35 Minutes,0,0,0,0
Macomb,Additional Codes-Physician Services,,99231,,15 Minutes,0,0,0,1138
Macomb,Additional Codes-Physician Services,,99232,,25 minutes,2,12,944,13680
Macomb,Additional Codes-Physician Services,,99233,,35 Minutes,1,2,225,1114
Macomb,Additional Codes-Physician Services,,99238,,<= 30 Minutes,0,0,0,394
Macomb,Additional Codes-Physician Services,,99239,,> 30 Minutes,0,0,0,563
Macomb,Substance Use Disorder: Physician Consultations,,99241,HF,15 Minutes,0,0,0,0
Macomb,Substance Use Disorder: Physician Consultations,,99242,HF,30 Minutes,0,0,0,0
Macomb,Substance Use Disorder: Physician Consultations,,99243,HF,40 Minutes,0,0,0,0
Macomb,Substance Use Disorder: Physician Consultations,,99244,HF,60 Minutes,0,0,0,0
Macomb,Substance Use Disorder: Physician Consultations,,99245,HF,80 Minutes,0,0,0,0
Macomb,Substance Use Disorder: Physician Consultations,,99251,HF,20 Minutes,0,0,0,0
Macomb,Substance Use Disorder: Physician Consultations,,99252,HF,40 Minutes,0,0,0,0
Macomb,Substance Use Disorder: Physician Consultations,,99253,HF,55 Minutes,0,0,0,0
Macomb,Substance Use Disorder: Physician Consultations,,99254,HF,80 Minutes,0,0,0,0
Macomb,Substance Use Disorder: Physician Consultations,,99255,HF,110 Minutes,0,0,0,0
Macomb,Nursing Facility Services evaluation and management,,99304,,25 minutes,1,1,98,683
Macomb,Nursing Facility Services evaluation and management,,99305,,35 Minutes,1,1,140,1386
Macomb,Nursing Facility Services evaluation and management,,99306,,45 Minutes,1,1,179,712
Macomb,Nursing Facility Services evaluation and management,,99307,,10 Minutes,7,12,571,2093
Macomb,Nursing Facility Services evaluation and management,,99308,,15 Minutes,19,33,2436,11377
Macomb,Nursing Facility Services evaluation and management,,99309,,25 minutes,20,34,3317,18043
Macomb,Nursing Facility Services evaluation and management,,99310,,35 Minutes,2,4,585,3193
Macomb,Assessment,,99324,,Encounter,0,0,0,0
Macomb,Assessment,,99325,,Encounter,0,0,0,0
Macomb,Assessment,,99326,,Encounter,0,0,0,0
Macomb,Assessment,,99327,,Encounter,0,0,0,0
Macomb,Assessment,,99328,,Encounter,0,0,0,0
Macomb,Assessment,,99334,,Encounter,0,0,0,20
Macomb,Assessment,,99335,,Encounter,0,0,0,32
Macomb,Assessment,,99336,,Encounter,0,0,0,0
Macomb,Assessment,,99337,,Encounter,0,0,0,0
Macomb,Assessment,,99341,,Encounter,0,0,0,0
Macomb,Assessment,,99342,,Encounter,0,0,0,0
Macomb,Assessment,,99343,,Encounter,0,0,0,0
Macomb,Assessment,,99344,,Encounter,0,0,0,0
Macomb,Assessment,,99345,,Encounter,0,0,0,0
Macomb,Assessment,,99347,,Encounter,0,0,0,0
Macomb,Assessment,,99348,,Encounter,0,0,0,0
Macomb,Assessment,,99349,,Encounter,0,0,0,0
Macomb,Assessment,,99350,,Encounter,0,0,0,0
Macomb,Medication Administration,,99506,,Encounter,1,5,562,562
Macomb,Medication Management,,99605,,15 Minutes,0,0,0,0
Macomb,Transportation,,A0080,,Per mile,0,0,0,0
Macomb,Transportation,,A0090,,Per mile,0,0,0,0
Macomb,Transportation,,A0100,,Per one-way trip,0,0,0,0
Macomb,Substance Use Disorder: Transportation,,A0100,HF,Per one-way trip,0,0,0,0
Macomb,Transportation,,A0110,,Per one-way trip,0,0,0,0
Macomb,Substance Use Disorder: Transportation,,A0110,HF,Per one-way trip,0,0,0,0
Macomb,Transportation,,A0120,,Per one-way trip,0,0,0,0
Macomb,Transportation,,A0130,,Per one-way trip,0,0,0,0
Macomb,Transportation,,A0140,,Per one-way trip,0,0,0,0
Macomb,Transportation,,A0170,,,0,0,0,0
Macomb,Additional Codes-Transportation,,A0425,,Per Mile,0,0,0,0
Macomb,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0,0,0,0
Macomb,Enhanced Medical Equipment-Supplies,,E1399,,Item,54,68,31031,31031
Macomb,Activity Therapy (Children's Waiver),,G0176,,Encounter,74,2925,187624,187624
Macomb,Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,1,7,836,3822
Macomb,Substance Use Disorder: Recovery Support Services,,G0409,,15 Minutes,0,0,0,0
Macomb,Occupational Therapy,,G0515,,15 Minutes,0,0,0,0
Macomb,Substance Use Disorder: Individual Assessment,,H0001,,Encounter,0,0,0,0
Macomb,Assessment ,,H0002,,Encounter,0,0,0,140
Macomb,Substance Use Disorder: Laboratory,,H0003,,Encounter,0,0,0,0
Macomb,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0,0,0,0
Macomb,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0,0,0,0
Macomb,Substance Use Disorder: Case Management,,H0006,,Encounter,0,0,0,0
Macomb,Substance Use Disorder: Sub-Acute Detoxification,1002,H0010,,Day,0,0,0,0
